"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"8736","chr6",40685720,40685895,176,"*",2.49,3.27,0.68,2.59,0.00417,0.00738
"8737","chr9",128617212,128617515,304,"*",4.6,5.17,3.65,1.51,0.00417,0.00738
"8738","chr1",153551152,153551431,280,"*",3.44,4.08,2.29,1.79,0.00417,0.00738
"8739","chr3",57789112,57789268,157,"*",2.65,3.38,1.12,2.26,0.00418,0.00739
"8740","chr3",101899600,101899965,366,"*",5.01,5.51,4.26,1.25,0.00418,0.00739
"8741","chr13",50819254,50819566,313,"*",4.33,4.82,3.56,1.26,0.00418,0.00739
"8742","chr19",41102997,41103214,218,"*",3.02,3.7,1.71,1.98,0.00418,0.00739
"8743","chr6",35512903,35513164,262,"*",3.18,3.78,2.14,1.64,0.00418,0.00739
"8744","chrX",37888688,37888955,268,"*",3.52,4.17,2.32,1.85,0.0042,0.00741
"8745","chr7",17658133,17658582,450,"*",5.3,5.77,4.61,1.15,0.00421,0.00743
"8746","chr4",132646170,132646341,172,"*",2.49,3.23,0.87,2.36,0.00422,0.00745
"8747","chr5",60464842,60465098,257,"*",3.73,4.33,2.69,1.64,0.00422,0.00746
"8748","chr16",29271318,29271488,171,"*",2,2.8,0.07,2.73,0.00422,0.00746
"8749","chr14",40474359,40474578,220,"*",3.07,3.81,1.48,2.33,0.00423,0.00747
"8750","chr8",29623018,29623315,298,"*",3,3.68,1.66,2.02,0.00423,0.00747
"8751","chr5",127220900,127221190,291,"*",3.6,4.18,2.61,1.57,0.00423,0.00748
"8752","chrX",23512088,23512546,459,"*",4.01,4.53,3.19,1.34,0.00425,0.0075
"8753","chr3",127351240,127351424,185,"*",3.22,3.85,2.08,1.77,0.00425,0.0075
"8754","chr22",22054157,22054378,222,"*",3.31,3.94,2.17,1.76,0.00425,0.0075
"8755","chr5",154092346,154092508,163,"*",2.53,3.29,0.81,2.48,0.00425,0.0075
"8756","chr6",52783056,52783332,277,"*",3.8,4.34,2.91,1.43,0.00427,0.00753
"8757","chr12",92172782,92172954,173,"*",2.59,3.35,0.91,2.44,0.00427,0.00753
"8758","chr12",122192788,122193031,244,"*",3.36,3.93,2.39,1.54,0.00427,0.00753
"8759","chr1",62207962,62208213,252,"*",3.71,4.24,2.85,1.39,0.00428,0.00755
"8760","chr6",83718459,83718789,331,"*",4.22,4.78,3.29,1.49,0.00428,0.00756
"8761","chr20",30815196,30815392,197,"*",3.54,4.16,2.43,1.73,0.00429,0.00757
"8762","chr3",10821173,10821402,230,"*",3.4,3.98,2.43,1.55,0.0043,0.00758
"8763","chr7",12634783,12635196,414,"*",4.13,4.66,3.29,1.37,0.0043,0.00758
"8764","chr5",150536988,150537357,370,"*",3.57,4.17,2.52,1.65,0.00431,0.00759
"8765","chr16",23269036,23269320,285,"*",3.38,3.98,2.32,1.66,0.00431,0.00759
"8766","chr8",61966707,61967064,358,"*",3.48,4.11,2.33,1.78,0.00431,0.00759
"8767","chr13",84554181,84554372,192,"*",3.32,3.97,2.09,1.88,0.00431,0.0076
"8768","chr6",105159230,105159436,207,"*",2.78,3.51,1.24,2.27,0.00432,0.00761
"8769","chr7",73295730,73295940,211,"*",2.91,3.61,1.47,2.14,0.00432,0.00761
"8770","chr17",1673509,1673711,203,"*",2.93,3.58,1.69,1.9,0.00433,0.00763
"8771","chr3",158762482,158762619,138,"*",2.42,3.21,0.58,2.63,0.00434,0.00764
"8772","chr1",21961036,21961465,430,"*",3.62,4.18,2.67,1.51,0.00434,0.00765
"8773","chr1",71184147,71184352,206,"*",3.16,3.8,1.98,1.82,0.00435,0.00766
"8774","chr17",27954961,27955170,210,"*",2.99,3.63,1.82,1.81,0.00435,0.00766
"8775","chr22",46409764,46409966,203,"*",2.73,3.44,1.3,2.13,0.00436,0.00768
"8776","chr5",19029821,19029986,166,"*",2.85,3.55,1.45,2.1,0.00437,0.00769
"8777","chr9",70646318,70646641,324,"*",3.46,4.04,2.46,1.58,0.00438,0.00771
"8778","chr1",173825759,173825958,200,"*",2.62,1.2,3.32,-2.13,0.00438,0.00771
"8779","chr11",68587111,68587303,193,"*",3.45,4.05,2.41,1.64,0.00439,0.00772
"8780","chr1",161558596,161558984,389,"*",1.78,2.62,-0.49,3.11,0.00439,0.00773
"8781","chr2",19330478,19330673,196,"*",3.25,3.84,2.22,1.63,0.0044,0.00775
"8782","chr17",29822190,29822377,188,"*",2.46,3.23,0.7,2.53,0.00441,0.00776
"8783","chr1",198624755,198624977,223,"*",3.65,4.22,2.68,1.54,0.00441,0.00776
"8784","chr4",41131373,41131704,332,"*",4.12,4.65,3.25,1.4,0.00442,0.00777
"8785","chr7",155108542,155108703,162,"*",2.85,3.54,1.45,2.1,0.00442,0.00777
"8786","chr17",72753662,72753845,184,"*",3.26,3.86,2.19,1.67,0.00443,0.00779
"8787","chr5",153738874,153739056,183,"*",3.07,3.71,1.88,1.83,0.00443,0.00779
"8788","chr6",168151706,168152015,310,"*",4.47,4.95,3.75,1.21,0.00443,0.0078
"8789","chr19",13162452,13162772,321,"*",3.6,4.17,2.63,1.54,0.00445,0.00783
"8790","chr15",70600627,70600931,305,"*",4.8,5.24,4.17,1.06,0.00446,0.00784
"8791","chr4",37443345,37443521,177,"*",2.82,3.51,1.44,2.07,0.00446,0.00785
"8792","chr8",38786798,38786993,196,"*",2.89,3.58,1.53,2.05,0.00447,0.00786
"8793","chr9",85674603,85674771,169,"*",3.11,3.74,1.94,1.8,0.00448,0.00787
"8794","chr12",102002157,102002481,325,"*",4.54,5.04,3.78,1.26,0.00448,0.00787
"8795","chr12",7965506,7965742,237,"*",1.89,2.71,-0.25,2.96,0.00448,0.00787
"8796","chr2",166756265,166756416,152,"*",2.46,3.19,0.89,2.3,0.00449,0.00788
"8797","chr20",46417769,46418034,266,"*",4.96,5.44,4.24,1.2,0.00449,0.00788
"8798","chr1",37961115,37961282,168,"*",3,3.69,1.64,2.05,0.00449,0.00789
"8799","chr16",87160956,87161148,193,"*",3.03,3.71,1.68,2.03,0.00451,0.00792
"8800","chr10",123806123,123806379,257,"*",3.36,3.99,2.21,1.78,0.00451,0.00792
"8801","chr3",61630780,61630995,216,"*",5.07,5.55,4.33,1.23,0.00451,0.00792
"8802","chr11",64873014,64873251,238,"*",3.53,4.12,2.51,1.61,0.00452,0.00793
"8803","chr2",220593932,220594119,188,"*",3.52,4.11,2.5,1.61,0.00452,0.00793
"8804","chr16",85593015,85593277,263,"*",3.19,3.84,1.95,1.89,0.00454,0.00796
"8805","chr14",65973606,65973868,263,"*",3.68,4.26,2.68,1.58,0.00455,0.00798
"8806","chr17",55884795,55884956,162,"*",2.34,3.11,0.57,2.54,0.00455,0.00798
"8807","chr2",99099830,99099977,148,"*",2.84,3.55,1.38,2.17,0.00455,0.00798
"8808","chr20",52482662,52483023,362,"*",5.83,6.2,5.32,0.88,0.00456,0.008
"8809","chr2",220711202,220711361,160,"*",2.53,3.3,0.78,2.52,0.00457,0.00801
"8810","chr20",37751946,37752139,194,"*",2.31,3.09,0.45,2.65,0.00457,0.00801
"8811","chr12",125312277,125312563,287,"*",3.93,4.46,3.09,1.37,0.00457,0.00802
"8812","chr14",61976023,61976225,203,"*",3.24,3.86,2.14,1.73,0.00458,0.00803
"8813","chr11",84901260,84901585,326,"*",3.45,4.14,2.08,2.06,0.0046,0.00806
"8814","chr7",2870376,2870558,183,"*",3.21,3.8,2.17,1.63,0.0046,0.00806
"8815","chr14",104202667,104202843,177,"*",3.13,3.73,2.08,1.65,0.0046,0.00807
"8816","chr5",134977201,134977365,165,"*",2.41,3.15,0.82,2.33,0.00461,0.00808
"8817","chr1",96600312,96600471,160,"*",2.34,3.09,0.67,2.42,0.00462,0.00809
"8818","chr9",140206061,140206252,192,"*",2.87,3.57,1.49,2.07,0.00462,0.00809
"8819","chr14",95806618,95806983,366,"*",4.55,5.02,3.84,1.17,0.00462,0.0081
"8820","chr1",47496754,47496981,228,"*",2.75,3.49,1.18,2.31,0.00462,0.0081
"8821","chr2",218231081,218231402,322,"*",3.47,4.04,2.51,1.53,0.00464,0.00812
"8822","chr16",71751736,71751903,168,"*",2.94,3.65,1.48,2.17,0.00464,0.00812
"8823","chr10",6339571,6340284,714,"*",5.93,6.27,5.47,0.8,0.00464,0.00813
"8824","chr1",145669170,145669897,728,"*",5.31,5.74,4.7,1.04,0.00466,0.00815
"8825","chr5",177357241,177357890,650,"*",3.25,3.85,2.23,1.62,0.00466,0.00815
"8826","chr1",182572957,182573225,269,"*",4.16,4.66,3.39,1.27,0.00466,0.00816
"8827","chr1",42356670,42356869,200,"*",2.67,3.37,1.23,2.15,0.00466,0.00816
"8828","chr6",150663267,150663565,299,"*",4.34,4.9,3.42,1.48,0.00468,0.00819
"8829","chr3",40024929,40025184,256,"*",3.31,3.92,2.24,1.68,0.00468,0.00819
"8830","chr1",52023939,52024224,286,"*",2.8,3.52,1.3,2.21,0.00469,0.0082
"8831","chr10",134499086,134499411,326,"*",3.75,4.27,2.93,1.34,0.0047,0.00822
"8832","chr4",89350245,89350362,118,"*",1.8,2.64,-0.49,3.13,0.00471,0.00823
"8833","chr12",112263421,112263738,318,"*",4.21,4.71,3.43,1.28,0.00471,0.00823
"8834","chr14",77500281,77500770,490,"*",4.79,5.21,4.19,1.02,0.00471,0.00823
"8835","chr11",39016132,39016553,422,"*",3.78,4.6,1.73,2.87,0.00471,0.00824
"8836","chr13",45542373,45542547,175,"*",3.31,3.97,2.06,1.92,0.00471,0.00824
"8837","chr12",33176820,33177058,239,"*",3.34,4.01,2.07,1.94,0.00472,0.00825
"8838","chr19",6236920,6237230,311,"*",3.45,4.03,2.45,1.58,0.00472,0.00825
"8839","chr2",46323115,46323250,136,"*",2.03,2.85,-0.04,2.88,0.00472,0.00826
"8840","chr2",20237596,20237737,142,"*",2.17,2.95,0.39,2.56,0.00473,0.00827
"8841","chr1",188862471,188862946,476,"*",4.63,5.45,2.54,2.92,0.00473,0.00827
"8842","chr4",6275367,6275495,129,"*",2.23,2.99,0.51,2.47,0.00475,0.00829
"8843","chr3",71257481,71258216,736,"*",5.74,6.15,5.17,0.98,0.00478,0.00834
"8844","chr11",121196910,121197155,246,"*",4.4,5.14,2.79,2.35,0.00478,0.00834
"8845","chr4",86271440,86271709,270,"*",3.49,4.18,2.11,2.07,0.00478,0.00835
"8846","chr2",135581038,135581283,246,"*",4.19,4.77,3.2,1.57,0.00479,0.00836
"8847","chr20",61863539,61863680,142,"*",2.82,3.53,1.34,2.19,0.00479,0.00837
"8848","chr9",131938637,131938856,220,"*",3.99,4.5,3.18,1.33,0.00479,0.00837
"8849","chr11",118783110,118783385,276,"*",3.52,4.1,2.53,1.57,0.00479,0.00837
"8850","chr16",87499020,87499195,176,"*",2.88,3.54,1.65,1.89,0.00482,0.00842
"8851","chr20",34679628,34679806,179,"*",3.03,3.69,1.77,1.92,0.00483,0.00843
"8852","chr1",22769104,22769298,195,"*",3.15,3.77,2.03,1.74,0.00484,0.00845
"8853","chr14",24109824,24110024,201,"*",3.13,3.74,2.02,1.72,0.00485,0.00846
"8854","chr10",79366668,79366875,208,"*",3.33,3.94,2.24,1.7,0.00486,0.00848
"8855","chr8",68624520,68624735,216,"*",3.54,4.09,2.64,1.45,0.00486,0.00848
"8856","chr12",47044338,47044597,260,"*",4.28,4.78,3.51,1.26,0.00487,0.0085
"8857","chr15",88067213,88067382,170,"*",2.87,3.59,1.4,2.19,0.00488,0.0085
"8858","chr9",137568015,137568299,285,"*",4.06,4.58,3.25,1.32,0.00488,0.00851
"8859","chr5",62669920,62670117,198,"*",2.84,3.59,1.17,2.41,0.00488,0.00851
"8860","chr7",34148967,34149179,213,"*",3.14,3.85,1.72,2.13,0.00489,0.00852
"8861","chr3",168825238,168825389,152,"*",2.47,3.21,0.86,2.35,0.0049,0.00855
"8862","chr1",119099535,119099831,297,"*",4.74,5.3,3.83,1.47,0.0049,0.00855
"8863","chr18",60922049,60922210,162,"*",2.36,3.14,0.58,2.56,0.00491,0.00856
"8864","chr10",103653547,103653764,218,"*",3.67,4.28,2.6,1.68,0.00491,0.00856
"8865","chr21",30768048,30768168,121,"*",2.35,3.14,0.45,2.7,0.00491,0.00856
"8866","chr4",143420121,143420375,255,"*",3.89,4.46,2.94,1.52,0.00491,0.00856
"8867","chr8",11274350,11274535,186,"*",2.58,3.33,0.92,2.42,0.00492,0.00857
"8868","chr3",70787001,70787354,354,"*",4.19,4.74,3.31,1.43,0.00494,0.0086
"8869","chr1",182115538,182115721,184,"*",2.75,3.44,1.39,2.04,0.00497,0.00865
"8870","chr6",34504413,34504720,308,"*",3.82,4.38,2.88,1.5,0.00497,0.00865
"8871","chr3",61992772,61992955,184,"*",3.97,4.5,3.13,1.36,0.00497,0.00866
"8872","chr7",90994442,90994608,167,"*",3,3.68,1.71,1.97,0.00498,0.00868
"8873","chr11",90646494,90646747,254,"*",3.23,3.92,1.86,2.06,0.00498,0.00868
"8874","chr5",72809574,72809762,189,"*",3.21,3.82,2.16,1.66,0.00499,0.00868
"8875","chr8",26306788,26307032,245,"*",2.81,3.47,1.55,1.93,0.00499,0.00869
"8876","chr2",60424620,60424797,178,"*",2.34,3.12,0.51,2.61,0.00499,0.00869
"8877","chr6",13725907,13726087,181,"*",3.48,4.06,2.48,1.58,0.005,0.00871
"8878","chr13",48630477,48630679,203,"*",2.39,3.15,0.69,2.46,0.00501,0.00872
"8879","chr2",113835848,113836232,385,"*",4.58,5.02,3.93,1.09,0.00501,0.00872
"8880","chr13",110651060,110651456,397,"*",4.09,4.62,3.22,1.41,0.00501,0.00872
"8881","chr5",173251094,173251406,313,"*",4.37,4.86,3.61,1.25,0.00502,0.00873
"8882","chr15",83611443,83611810,368,"*",4.41,4.89,3.69,1.2,0.00502,0.00873
"8883","chr10",3949043,3949272,230,"*",3.56,4.1,2.7,1.4,0.00504,0.00876
"8884","chr13",83799009,83799215,207,"*",2.81,3.51,1.38,2.13,0.00504,0.00876
"8885","chr3",125239467,125239626,160,"*",2.51,3.25,0.91,2.34,0.00504,0.00876
"8886","chr17",16439893,16440060,168,"*",3.02,3.66,1.83,1.83,0.00504,0.00877
"8887","chr9",38195777,38195946,170,"*",2.92,3.61,1.58,2.03,0.00504,0.00877
"8888","chr2",142224972,142225256,285,"*",3.91,4.54,2.76,1.78,0.00506,0.00879
"8889","chr17",5209596,5209752,157,"*",1.98,2.79,-0.04,2.83,0.00506,0.00879
"8890","chr16",29614820,29614995,176,"*",2.44,3.16,0.93,2.23,0.00506,0.00879
"8891","chr9",38561267,38561438,172,"*",1.89,2.71,-0.25,2.96,0.00506,0.0088
"8892","chr10",86114395,86114668,274,"*",3.7,4.28,2.7,1.58,0.00507,0.00882
"8893","chr5",173268403,173268620,218,"*",2.21,3,0.3,2.7,0.00508,0.00883
"8894","chr5",157892633,157892810,178,"*",2.56,3.27,1.11,2.16,0.00508,0.00883
"8895","chr1",102517840,102517995,156,"*",2.32,3.11,0.44,2.67,0.00509,0.00884
"8896","chrX",78128349,78128547,199,"*",2.31,3.1,0.44,2.66,0.0051,0.00886
"8897","chr3",192569686,192570008,323,"*",4.22,4.77,3.32,1.45,0.00511,0.00887
"8898","chr6",38760177,38760402,226,"*",2.66,3.36,1.23,2.13,0.00511,0.00888
"8899","chr12",4120914,4121119,206,"*",3.57,4.15,2.59,1.56,0.00512,0.00889
"8900","chr7",73242672,73242876,205,"*",3.45,4.07,2.31,1.77,0.00512,0.00889
"8901","chr12",104613783,104614164,382,"*",5.15,5.56,4.57,1,0.00513,0.00891
"8902","chr22",33936253,33936617,365,"*",4.22,4.75,3.37,1.38,0.00515,0.00893
"8903","chr1",72466440,72466722,283,"*",2.86,3.53,1.57,1.96,0.00515,0.00894
"8904","chr16",81208925,81209206,282,"*",3.72,4.3,2.73,1.57,0.00515,0.00894
"8905","chr3",149225524,149225724,201,"*",3.62,4.18,2.66,1.52,0.00516,0.00895
"8906","chr9",6664576,6664917,342,"*",4.76,5.2,4.11,1.09,0.00516,0.00895
"8907","chr5",136642582,136642861,280,"*",3.63,4.16,2.78,1.39,0.00516,0.00895
"8908","chr4",151833920,151834079,160,"*",2.85,3.58,1.34,2.24,0.00517,0.00897
"8909","chr9",97393139,97393549,411,"*",4.73,5.17,4.09,1.07,0.00518,0.00899
"8910","chr3",187778947,187779226,280,"*",4.12,4.67,3.2,1.48,0.0052,0.00902
"8911","chr20",37233569,37233835,267,"*",3.69,4.23,2.81,1.42,0.0052,0.00902
"8912","chr3",162729556,162729750,195,"*",2.59,3.31,1.06,2.25,0.00521,0.00904
"8913","chr4",105492503,105492748,246,"*",4.16,4.71,3.28,1.42,0.00523,0.00906
"8914","chr6",109745390,109745689,300,"*",3.49,4.03,2.59,1.44,0.00523,0.00906
"8915","chr8",69958087,69958422,336,"*",4.34,4.93,3.35,1.57,0.00523,0.00906
"8916","chr2",156928410,156928567,158,"*",2.02,2.84,-0.04,2.88,0.00523,0.00906
"8917","chr7",1933415,1933579,165,"*",2.88,3.55,1.59,1.95,0.00523,0.00906
"8918","chr18",47250000,47250489,490,"*",4.47,4.93,3.8,1.13,0.00523,0.00906
"8919","chr8",116947103,116947327,225,"*",3.21,3.92,1.77,2.15,0.00523,0.00906
"8920","chr2",36587293,36587510,218,"*",3.19,3.87,1.88,1.99,0.00523,0.00906
"8921","chr22",50647918,50648103,186,"*",2.81,3.52,1.34,2.19,0.00523,0.00906
"8922","chr1",172499116,172499530,415,"*",5.09,5.56,4.39,1.17,0.00524,0.00907
"8923","chr14",28370198,28370351,154,"*",2.37,3.15,0.59,2.55,0.00524,0.00907
"8924","chr6",51336133,51336283,151,"*",2.53,3.28,0.91,2.37,0.00525,0.0091
"8925","chr2",75072433,75072699,267,"*",3.4,3.96,2.47,1.49,0.00525,0.0091
"8926","chr1",177389102,177389598,497,"*",4.01,4.63,2.87,1.76,0.00525,0.0091
"8927","chr6",75680627,75680833,207,"*",2.83,3.58,1.19,2.39,0.00526,0.0091
"8928","chr22",39572238,39572512,275,"*",3.34,3.93,2.33,1.59,0.00526,0.0091
"8929","chr2",85968977,85969308,332,"*",4.06,4.58,3.24,1.34,0.00527,0.00912
"8930","chr3",14271316,14271590,275,"*",4.66,5.13,3.97,1.16,0.00527,0.00912
"8931","chr9",96339961,96340266,306,"*",4.43,4.93,3.66,1.27,0.00529,0.00915
"8932","chr6",134306646,134306783,138,"*",2.12,2.95,-0.04,2.99,0.00529,0.00915
"8933","chr8",37031996,37032424,429,"*",4.36,4.84,3.62,1.22,0.0053,0.00917
"8934","chr16",13802249,13802497,249,"*",4.19,4.7,3.38,1.32,0.00531,0.00918
"8935","chr6",145469591,145469784,194,"*",3.57,4.15,2.56,1.59,0.00531,0.00919
"8936","chr9",90381716,90382099,384,"*",3.95,4.52,2.97,1.56,0.00531,0.00919
"8937","chr1",177411640,177411933,294,"*",2.79,3.52,1.25,2.27,0.00532,0.0092
"8938","chr5",90462119,90462387,269,"*",4.1,4.66,3.19,1.47,0.00532,0.0092
"8939","chr22",36757053,36757361,309,"*",3.31,3.89,2.32,1.56,0.00533,0.00922
"8940","chr10",76924518,76924795,278,"*",3.31,3.9,2.31,1.59,0.00534,0.00923
"8941","chr17",48737930,48738154,225,"*",2.83,3.49,1.57,1.92,0.00535,0.00925
"8942","chr1",95288757,95288918,162,"*",2.32,3.07,0.65,2.42,0.00537,0.00928
"8943","chr16",67451826,67451998,173,"*",2.59,3.33,1,2.33,0.00537,0.00928
"8944","chrX",121407235,121407553,319,"*",3.6,4.18,2.62,1.56,0.00538,0.0093
"8945","chr8",85603505,85603622,118,"*",2.05,2.85,0.07,2.79,0.00539,0.0093
"8946","chr18",12741401,12741727,327,"*",3.84,4.43,2.85,1.58,0.00539,0.0093
"8947","chr7",100933193,100933457,265,"*",2.37,3.15,0.58,2.57,0.00539,0.0093
"8948","chr4",102852777,102853011,235,"*",3.07,3.75,1.74,2.01,0.00539,0.0093
"8949","chr1",18791311,18791503,193,"*",2.69,3.4,1.25,2.15,0.00539,0.00931
"8950","chr12",54238859,54239081,223,"*",3.22,3.82,2.15,1.68,0.00539,0.00931
"8951","chr16",87708883,87709173,291,"*",2.96,3.6,1.76,1.84,0.0054,0.00932
"8952","chr22",45486378,45486844,467,"*",4.24,4.76,3.42,1.34,0.00541,0.00934
"8953","chr4",88286584,88286779,196,"*",2.81,3.53,1.32,2.2,0.00542,0.00936
"8954","chr11",75083401,75083758,358,"*",4.55,5.06,3.76,1.3,0.00545,0.0094
"8955","chr3",127726661,127726834,174,"*",3.47,4.04,2.5,1.53,0.00545,0.0094
"8956","chr6",114466173,114466371,199,"*",3.33,3.95,2.21,1.74,0.00546,0.00942
"8957","chr1",226826386,226826527,142,"*",2.44,3.17,0.9,2.27,0.00546,0.00942
"8958","chr12",118795176,118795340,165,"*",2.81,3.52,1.37,2.14,0.00547,0.00943
"8959","chr4",173884219,173884388,170,"*",2.06,2.84,0.23,2.61,0.00547,0.00943
"8960","chr13",30461536,30461692,157,"*",2.5,3.26,0.81,2.44,0.00547,0.00943
"8961","chr3",71216047,71216273,227,"*",2.8,3.5,1.4,2.1,0.00547,0.00944
"8962","chr11",71164973,71165151,179,"*",2.83,3.47,1.66,1.82,0.00548,0.00945
"8963","chr1",20940216,20940550,335,"*",3.56,4.11,2.67,1.44,0.00548,0.00945
"8964","chr1",241869490,241869720,231,"*",2.88,3.52,1.7,1.82,0.00548,0.00945
"8965","chr2",70352297,70352473,177,"*",3.1,3.77,1.83,1.94,0.00549,0.00946
"8966","chr17",74751542,74751688,147,"*",2.31,3.1,0.45,2.65,0.00551,0.00949
"8967","chr22",39870730,39870943,214,"*",2.42,3.15,0.89,2.26,0.00552,0.0095
"8968","chr1",49147182,49147317,136,"*",1.89,2.72,-0.25,2.96,0.00552,0.0095
"8969","chr12",128428562,128428846,285,"*",2.47,3.17,1.04,2.13,0.00552,0.00951
"8970","chr1",211683501,211683729,229,"*",2.92,3.56,1.74,1.82,0.00553,0.00952
"8971","chr15",85259264,85259490,227,"*",3.73,4.26,2.88,1.38,0.00553,0.00952
"8972","chr3",183058975,183059250,276,"*",3.88,4.44,2.96,1.48,0.00554,0.00954
"8973","chr4",17492291,17492664,374,"*",4.35,4.83,3.61,1.22,0.00555,0.00955
"8974","chr10",77022516,77022758,243,"*",4,4.5,3.22,1.29,0.00557,0.00958
"8975","chr7",42872335,42872576,242,"*",3.79,4.39,2.74,1.65,0.00557,0.00959
"8976","chrX",39914130,39914349,220,"*",3.16,3.82,1.92,1.9,0.00558,0.00961
"8977","chr4",125895290,125895715,426,"*",4.86,5.37,4.09,1.28,0.00559,0.00962
"8978","chr16",3086235,3086427,193,"*",3.02,3.64,1.91,1.73,0.00559,0.00962
"8979","chr16",3063263,3063472,210,"*",3.04,3.71,1.74,1.98,0.0056,0.00963
"8980","chr13",33690531,33690748,218,"*",3.29,3.96,2.02,1.93,0.00563,0.00968
"8981","chr3",172183080,172183311,232,"*",3.62,4.23,2.53,1.7,0.00563,0.00968
"8982","chr13",113760066,113760228,163,"*",2.87,3.57,1.45,2.11,0.00563,0.00969
"8983","chr3",178100103,178100699,597,"*",5.19,5.65,4.52,1.13,0.00564,0.0097
"8984","chr11",88131588,88131838,251,"*",3.27,3.92,2.06,1.85,0.00565,0.00971
"8985","chr10",127748058,127748615,558,"*",4.88,5.37,4.14,1.23,0.00565,0.00972
"8986","chr1",232690956,232691217,262,"*",3.6,4.15,2.71,1.44,0.00566,0.00974
"8987","chr20",46732327,46732602,276,"*",4.55,5.4,2.17,3.23,0.00568,0.00976
"8988","chr14",38406249,38406817,569,"*",4.64,5.13,3.91,1.22,0.00568,0.00977
"8989","chr5",111016394,111016763,370,"*",4.35,4.85,3.6,1.25,0.0057,0.00979
"8990","chr20",52364811,52364976,166,"*",4.71,5.25,3.84,1.41,0.0057,0.0098
"8991","chr1",145723492,145723746,255,"*",3.59,4.17,2.61,1.56,0.0057,0.0098
"8992","chr3",64487136,64487473,338,"*",6.07,6.43,5.6,0.83,0.00571,0.00981
"8993","chr4",40202538,40202763,226,"*",2.79,3.54,1.15,2.38,0.00571,0.00981
"8994","chr19",17355922,17356166,245,"*",3.03,3.69,1.79,1.9,0.00571,0.00981
"8995","chr12",131769645,131769848,204,"*",3,3.62,1.89,1.73,0.00571,0.00981
"8996","chr8",26000622,26001082,461,"*",4.1,4.59,3.36,1.23,0.00572,0.00983
"8997","chr1",17560230,17560564,335,"*",3.48,4.08,2.44,1.64,0.00573,0.00985
"8998","chr16",30868029,30868546,518,"*",5.34,5.77,4.73,1.05,0.00574,0.00985
"8999","chr12",123930227,123930699,473,"*",4.96,5.38,4.37,1.01,0.00574,0.00985
"9000","chr7",134053809,134054136,328,"*",3.64,4.18,2.77,1.41,0.00575,0.00988
"9001","chr2",133608425,133608561,137,"*",1.98,2.79,-0.04,2.83,0.00576,0.00989
"9002","chr1",41819417,41819811,395,"*",3.53,4.09,2.61,1.48,0.00577,0.0099
"9003","chrX",73283223,73283529,307,"*",3.74,4.31,2.79,1.52,0.00577,0.0099
"9004","chr11",20063612,20063874,263,"*",3.65,4.24,2.6,1.64,0.00577,0.0099
"9005","chr2",175063614,175063740,127,"*",1.95,2.76,-0.06,2.82,0.00577,0.00991
"9006","chr16",84989018,84989350,333,"*",3.72,4.28,2.81,1.46,0.00578,0.00991
"9007","chr2",10426884,10427093,210,"*",3.33,3.92,2.3,1.63,0.00578,0.00992
"9008","chr12",91816664,91816864,201,"*",2.94,3.67,1.41,2.26,0.0058,0.00994
"9009","chr4",79473674,79473862,189,"*",2.64,3.34,1.23,2.11,0.00581,0.00997
"9010","chr17",60539227,60539403,177,"*",3.02,3.68,1.75,1.93,0.00582,0.00999
"9011","chr2",163281291,163281434,144,"*",1.97,2.81,-0.25,3.05,0.00583,0.00999
"9012","chr9",84164493,84164709,217,"*",3.9,4.4,3.11,1.29,0.00583,0.01
"9013","chr4",120580756,120581082,327,"*",3.54,4.16,2.43,1.73,0.00583,0.01
"9014","chr6",140688152,140688393,242,"*",3.17,3.83,1.94,1.89,0.00584,0.01
"9015","chr12",33136337,33136615,279,"*",3.77,4.31,2.9,1.41,0.00584,0.01
"9016","chr3",106399717,106399878,162,"*",2.84,3.59,1.19,2.4,0.00584,0.01
"9017","chr2",174829313,174829547,235,"*",2.89,3.54,1.67,1.87,0.00585,0.01
"9018","chr18",33509598,33509770,173,"*",2.64,3.34,1.23,2.11,0.00585,0.01
"9019","chr9",80727892,80728221,330,"*",3.85,4.44,2.82,1.63,0.00587,0.0101
"9020","chr6",170444989,170445189,201,"*",2.83,3.49,1.55,1.94,0.00589,0.0101
"9021","chr19",16482945,16483372,428,"*",4.1,4.57,3.38,1.19,0.00589,0.0101
"9022","chr17",66345422,66345766,345,"*",4.71,5.17,4.04,1.13,0.0059,0.0101
"9023","chr2",154085582,154086036,455,"*",5,5.44,4.38,1.06,0.00591,0.0101
"9024","chr8",96108460,96108694,235,"*",3.23,3.82,2.2,1.61,0.00591,0.0101
"9025","chr15",58896854,58897138,285,"*",3.42,4.01,2.42,1.59,0.00592,0.0101
"9026","chr4",125884398,125884820,423,"*",4.03,4.66,2.88,1.78,0.00592,0.0101
"9027","chr1",147084308,147084465,158,"*",3.5,4.06,2.57,1.49,0.00593,0.0101
"9028","chr7",2079397,2079515,119,"*",2.8,3.49,1.4,2.09,0.00596,0.0102
"9029","chr19",16935588,16935760,173,"*",1.97,2.8,-0.25,3.05,0.00597,0.0102
"9030","chr2",110087083,110087443,361,"*",3.73,4.27,2.84,1.43,0.00597,0.0102
"9031","chr6",113673389,113673682,294,"*",4.24,4.74,3.46,1.29,0.00598,0.0102
"9032","chr9",38227189,38227405,217,"*",2.96,3.61,1.71,1.9,0.00598,0.0102
