"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"4502","chr20",30292259,30292583,325,"*",2.78,1.47,3.45,-1.98,2.72e-05,3.99e-05
"4503","chr9",94181513,94181783,271,"*",2.48,0.86,3.23,-2.37,2.75e-05,4.03e-05
"4504","chr12",125226631,125226913,283,"*",2.74,1.29,3.45,-2.16,2.75e-05,4.03e-05
"4505","chr15",85590878,85591166,289,"*",2.97,1.82,3.61,-1.78,2.76e-05,4.04e-05
"4506","chr2",237576955,237577282,328,"*",2.74,1.37,3.43,-2.06,2.79e-05,4.08e-05
"4507","chr19",13162426,13162740,315,"*",2.57,0.87,3.33,-2.46,2.8e-05,4.1e-05
"4508","chr4",147257598,147257883,286,"*",3.22,2.21,3.81,-1.6,2.81e-05,4.11e-05
"4509","chr1",229356944,229357565,622,"*",4.16,3.35,4.68,-1.33,2.81e-05,4.12e-05
"4510","chr19",45251670,45251977,308,"*",2.96,1.63,3.64,-2.01,2.82e-05,4.12e-05
"4511","chr10",127751051,127751262,212,"*",2.06,0.18,2.85,-2.68,2.83e-05,4.14e-05
"4512","chr8",144137282,144137576,295,"*",3.58,2.56,4.17,-1.61,2.86e-05,4.19e-05
"4513","chr4",125808952,125809223,272,"*",2.65,1.1,3.38,-2.28,2.87e-05,4.19e-05
"4514","chr4",176339796,176340017,222,"*",2.01,-0.04,2.82,-2.86,2.87e-05,4.19e-05
"4515","chr18",26238077,26238302,226,"*",1.89,-0.34,2.73,-3.08,2.88e-05,4.2e-05
"4516","chr9",92918668,92918915,248,"*",2.75,1.4,3.43,-2.03,2.89e-05,4.21e-05
"4517","chr4",77484652,77484983,332,"*",3.58,2.68,4.13,-1.45,2.89e-05,4.22e-05
"4518","chr15",67417941,67418291,351,"*",2.48,0.69,3.25,-2.56,2.91e-05,4.25e-05
"4519","chr10",17430258,17430566,309,"*",2.87,1.72,3.51,-1.79,2.92e-05,4.26e-05
"4520","chr7",137879980,137880303,324,"*",2.1,0.09,2.91,-2.82,2.93e-05,4.27e-05
"4521","chr20",22902594,22902894,301,"*",2.74,1.45,3.41,-1.95,2.93e-05,4.27e-05
"4522","chr1",119099536,119099902,367,"*",3.65,2.73,4.21,-1.48,2.93e-05,4.28e-05
"4523","chr1",199887548,199887795,248,"*",1.85,-0.54,2.7,-3.24,2.94e-05,4.29e-05
"4524","chr14",38110395,38110710,316,"*",3.38,2.49,3.92,-1.43,2.96e-05,4.31e-05
"4525","chr11",35317404,35317743,340,"*",3.32,2.31,3.91,-1.6,2.97e-05,4.33e-05
"4526","chr22",49412066,49412392,327,"*",2.93,1.77,3.56,-1.79,2.97e-05,4.33e-05
"4527","chr10",8408244,8408646,403,"*",3.1,1.89,3.75,-1.86,2.98e-05,4.34e-05
"4528","chr2",11698765,11699049,285,"*",2.66,1.28,3.35,-2.07,2.98e-05,4.34e-05
"4529","chr7",121036647,121036846,200,"*",2.47,0.96,3.19,-2.23,2.98e-05,4.34e-05
"4530","chr20",46011358,46011788,431,"*",6.06,5.59,6.41,-0.81,2.99e-05,4.35e-05
"4531","chr3",14926239,14926565,327,"*",2.67,1.09,3.41,-2.32,3e-05,4.36e-05
"4532","chr12",91782477,91782792,316,"*",3.3,2.23,3.91,-1.68,3e-05,4.37e-05
"4533","chr2",43690348,43690751,404,"*",3.53,2.63,4.08,-1.45,3e-05,4.37e-05
"4534","chr3",13517449,13518037,589,"*",5.17,4.59,5.59,-1,3.01e-05,4.37e-05
"4535","chr3",78897748,78898056,309,"*",3.14,2.05,3.75,-1.7,3.01e-05,4.37e-05
"4536","chr20",46093249,46093510,262,"*",4.39,2.49,5.18,-2.7,3.01e-05,4.37e-05
"4537","chr12",12735899,12736167,269,"*",2.62,1.13,3.34,-2.21,3.01e-05,4.38e-05
"4538","chr17",62151531,62151871,341,"*",2.82,1.58,3.47,-1.89,3.02e-05,4.38e-05
"4539","chr1",117422381,117422731,351,"*",3.71,2.89,4.23,-1.34,3.02e-05,4.38e-05
"4540","chr4",160463077,160463362,286,"*",2.73,1.47,3.39,-1.92,3.02e-05,4.39e-05
"4541","chr8",29631613,29631945,333,"*",3.16,2.14,3.75,-1.61,3.06e-05,4.44e-05
"4542","chr2",101504264,101504515,252,"*",3.1,1.93,3.74,-1.81,3.06e-05,4.44e-05
"4543","chr5",302583,302882,300,"*",2.04,0.18,2.82,-2.65,3.06e-05,4.45e-05
"4544","chr5",173256776,173256993,218,"*",2.1,0.09,2.91,-2.82,3.08e-05,4.48e-05
"4545","chr10",99168348,99168639,292,"*",3.36,2.4,3.93,-1.53,3.09e-05,4.49e-05
"4546","chr6",83718413,83718792,380,"*",3.75,2.97,4.25,-1.28,3.09e-05,4.49e-05
"4547","chr8",27316829,27317093,265,"*",2.77,1.29,3.49,-2.2,3.1e-05,4.5e-05
"4548","chr11",85871586,85871849,264,"*",2.74,1.53,3.39,-1.87,3.11e-05,4.51e-05
"4549","chr16",52598885,52599272,388,"*",3.28,2.16,3.9,-1.74,3.11e-05,4.51e-05
"4550","chr6",70304310,70304569,260,"*",2.08,0.08,2.89,-2.81,3.11e-05,4.51e-05
"4551","chr6",90372557,90372920,364,"*",2.7,1.34,3.39,-2.05,3.11e-05,4.51e-05
"4552","chr8",88274544,88274872,329,"*",2.7,1.38,3.38,-2.01,3.13e-05,4.53e-05
"4553","chr1",212101590,212101901,312,"*",2.79,1.41,3.48,-2.08,3.14e-05,4.55e-05
"4554","chrX",38859902,38860331,430,"*",3.6,2.75,4.14,-1.39,3.17e-05,4.6e-05
"4555","chr12",60130717,60131030,314,"*",2.6,1.15,3.31,-2.16,3.18e-05,4.6e-05
"4556","chr11",17008804,17009013,210,"*",2.68,1.32,3.37,-2.05,3.18e-05,4.61e-05
"4557","chr2",123506351,123506693,343,"*",2.29,0.46,3.08,-2.62,3.19e-05,4.62e-05
"4558","chr9",15883475,15883751,277,"*",2,-0.2,2.84,-3.03,3.2e-05,4.63e-05
"4559","chr3",124798547,124798891,345,"*",3.11,2.14,3.68,-1.55,3.23e-05,4.68e-05
"4560","chr11",19940904,19941150,247,"*",1.93,-0.36,2.78,-3.14,3.23e-05,4.68e-05
"4561","chr2",129861949,129862182,234,"*",1.8,-0.54,2.65,-3.2,3.25e-05,4.71e-05
"4562","chr16",23392721,23392950,230,"*",1.86,-0.54,2.72,-3.26,3.27e-05,4.73e-05
"4563","chr2",75167246,75167510,265,"*",2.85,1.55,3.53,-1.98,3.28e-05,4.74e-05
"4564","chr2",77059692,77059956,265,"*",2.06,0.17,2.85,-2.68,3.28e-05,4.74e-05
"4565","chr13",86160660,86160912,253,"*",1.92,-0.18,2.74,-2.93,3.28e-05,4.74e-05
"4566","chr15",99388369,99388591,223,"*",2.11,0.12,2.92,-2.79,3.3e-05,4.77e-05
"4567","chr17",75473626,75473885,260,"*",2.16,0.4,2.94,-2.54,3.32e-05,4.79e-05
"4568","chr12",115539860,115540082,223,"*",2.4,0.77,3.14,-2.37,3.35e-05,4.84e-05
"4569","chr1",153451204,153451483,280,"*",2.29,0.43,3.08,-2.65,3.38e-05,4.88e-05
"4570","chr1",117185979,117186247,269,"*",1.9,-0.36,2.74,-3.1,3.38e-05,4.88e-05
"4571","chr4",114063108,114063534,427,"*",4.02,3.3,4.5,-1.2,3.4e-05,4.91e-05
"4572","chr14",52938166,52938432,267,"*",2.2,0.5,2.96,-2.46,3.41e-05,4.92e-05
"4573","chr14",106090925,106091225,301,"*",2.27,0.49,3.04,-2.55,3.42e-05,4.94e-05
"4574","chr6",124054773,124055108,336,"*",3.49,2.61,4.03,-1.42,3.44e-05,4.95e-05
"4575","chr8",41181962,41182200,239,"*",2.3,0.54,3.07,-2.53,3.44e-05,4.97e-05
"4576","chr16",1240832,1241138,307,"*",2.27,0.52,3.04,-2.52,3.44e-05,4.97e-05
"4577","chr14",28879867,28880211,345,"*",2.88,1.71,3.52,-1.8,3.47e-05,5e-05
"4578","chr19",51573771,51574043,273,"*",1.98,-0.18,2.81,-3,3.47e-05,5.01e-05
"4579","chr11",101557477,101557787,311,"*",3.19,2.18,3.78,-1.59,3.51e-05,5.06e-05
"4580","chrX",23949313,23949689,377,"*",3.36,2.41,3.93,-1.51,3.52e-05,5.07e-05
"4581","chr14",38798578,38799002,425,"*",3.25,2.3,3.82,-1.51,3.57e-05,5.14e-05
"4582","chr18",45653154,45653368,215,"*",1.76,-0.54,2.6,-3.15,3.57e-05,5.14e-05
"4583","chr11",12749935,12750261,327,"*",2.92,1.73,3.56,-1.83,3.58e-05,5.15e-05
"4584","chr16",69760742,69760946,205,"*",2.29,0.62,3.04,-2.43,3.59e-05,5.16e-05
"4585","chr1",241870338,241870540,203,"*",2.14,0.24,2.93,-2.69,3.6e-05,5.17e-05
"4586","chr4",109636113,109636367,255,"*",2.46,0.92,3.18,-2.26,3.6e-05,5.17e-05
"4587","chr19",52310551,52310953,403,"*",3.55,2.62,4.12,-1.5,3.61e-05,5.18e-05
"4588","chr7",128071300,128071687,388,"*",4.42,3.67,4.92,-1.24,3.64e-05,5.23e-05
"4589","chr16",84884926,84885276,351,"*",3.47,2.54,4.03,-1.5,3.66e-05,5.26e-05
"4590","chr9",38024179,38024478,300,"*",2.48,0.93,3.22,-2.29,3.67e-05,5.28e-05
"4591","chr17",27073190,27073389,200,"*",2.01,-0.04,2.83,-2.87,3.67e-05,5.28e-05
"4592","chr19",16603829,16604183,355,"*",3.52,2.57,4.09,-1.51,3.68e-05,5.29e-05
"4593","chr12",67989024,67989415,392,"*",2.72,1.22,3.44,-2.22,3.68e-05,5.29e-05
"4594","chr20",17876992,17877225,234,"*",2.6,1.29,3.28,-1.99,3.72e-05,5.34e-05
"4595","chr13",104382815,104383043,229,"*",1.87,-0.36,2.71,-3.07,3.72e-05,5.34e-05
"4596","chr20",24999115,24999479,365,"*",3.28,2.28,3.87,-1.59,3.73e-05,5.36e-05
"4597","chr14",91742708,91743198,491,"*",6.03,5.55,6.39,-0.85,3.76e-05,5.39e-05
"4598","chr16",23159940,23160194,255,"*",2.58,1.17,3.28,-2.11,3.76e-05,5.4e-05
"4599","chr15",75063367,75063684,318,"*",3.39,2.39,3.97,-1.59,3.77e-05,5.41e-05
"4600","chr1",31731588,31731828,241,"*",2.47,0.92,3.21,-2.28,3.79e-05,5.43e-05
"4601","chr5",302248,302576,329,"*",2.07,0.25,2.85,-2.61,3.8e-05,5.44e-05
"4602","chr1",86296177,86296581,405,"*",2.92,1.59,3.6,-2.01,3.8e-05,5.45e-05
"4603","chr8",94172432,94172789,358,"*",3.64,2.7,4.2,-1.5,3.83e-05,5.48e-05
"4604","chr14",104346320,104346591,272,"*",2.85,1.19,3.6,-2.41,3.85e-05,5.51e-05
"4605","chr2",201612796,201613102,307,"*",3.13,1.92,3.78,-1.85,3.85e-05,5.51e-05
"4606","chr21",16072887,16073209,323,"*",2.39,0.89,3.11,-2.22,3.86e-05,5.53e-05
"4607","chr16",57102754,57103018,265,"*",2.04,0.25,2.81,-2.57,3.89e-05,5.56e-05
"4608","chr10",46966718,46966950,233,"*",2.02,0.18,2.8,-2.63,3.9e-05,5.59e-05
"4609","chr11",86452966,86453262,297,"*",2.34,0.63,3.11,-2.48,3.91e-05,5.59e-05
"4610","chr16",22244113,22244443,331,"*",3.56,2.65,4.11,-1.46,3.93e-05,5.62e-05
"4611","chr16",48199309,48199623,315,"*",2.31,0.55,3.08,-2.53,3.94e-05,5.64e-05
"4612","chr12",108158019,108158222,204,"*",2.24,0.46,3.01,-2.55,3.95e-05,5.65e-05
"4613","chr3",187526646,187527045,400,"*",3.87,3.06,4.39,-1.33,3.98e-05,5.69e-05
"4614","chr3",58457085,58457403,319,"*",2.43,0.84,3.17,-2.33,4.01e-05,5.73e-05
"4615","chr3",189490724,189491061,338,"*",3.33,2.29,3.93,-1.64,4.02e-05,5.75e-05
"4616","chr7",80542970,80543214,245,"*",2.38,0.89,3.1,-2.21,4.05e-05,5.79e-05
"4617","chr2",28492153,28492404,252,"*",2.4,0.78,3.14,-2.36,4.06e-05,5.8e-05
"4618","chr16",69814703,69815037,335,"*",2.85,1.71,3.48,-1.76,4.09e-05,5.84e-05
"4619","chr14",77513128,77513475,348,"*",2.72,1.35,3.41,-2.06,4.09e-05,5.84e-05
"4620","chr14",77474308,77474561,254,"*",2.81,1.62,3.46,-1.84,4.09e-05,5.84e-05
"4621","chr9",137272026,137272231,206,"*",2.04,0.18,2.83,-2.65,4.1e-05,5.85e-05
"4622","chr12",98902841,98903099,259,"*",2.24,0.46,3.02,-2.56,4.12e-05,5.87e-05
"4623","chrX",73401879,73402105,227,"*",2.78,1.61,3.42,-1.81,4.13e-05,5.89e-05
"4624","chr1",190334043,190334306,264,"*",1.92,-0.2,2.75,-2.95,4.14e-05,5.91e-05
"4625","chr14",95996866,95997123,258,"*",2.48,1.1,3.17,-2.06,4.17e-05,5.94e-05
"4626","chrX",98736311,98736595,285,"*",2.38,0.77,3.12,-2.35,4.17e-05,5.94e-05
"4627","chr7",135205503,135205788,286,"*",2.46,0.98,3.17,-2.2,4.22e-05,6.02e-05
"4628","chr20",32923538,32923858,321,"*",2.73,1.46,3.4,-1.94,4.23e-05,6.02e-05
"4629","chr16",1652284,1652538,255,"*",1.9,-0.54,2.76,-3.3,4.23e-05,6.02e-05
"4630","chr1",153337847,153338176,330,"*",2.79,1.6,3.43,-1.83,4.26e-05,6.07e-05
"4631","chr2",44438377,44438632,256,"*",2.13,0.2,2.93,-2.72,4.26e-05,6.07e-05
"4632","chr7",44078788,44079024,237,"*",1.92,-0.2,2.75,-2.94,4.28e-05,6.09e-05
"4633","chr8",95071570,95071856,287,"*",3.27,2.22,3.87,-1.65,4.31e-05,6.13e-05
"4634","chr3",189662190,189662478,289,"*",2.9,1.63,3.56,-1.93,4.32e-05,6.15e-05
"4635","chr3",164241932,164242309,378,"*",4.18,3.52,4.63,-1.11,4.37e-05,6.22e-05
"4636","chr21",44818156,44818548,393,"*",2.29,0.57,3.06,-2.49,4.39e-05,6.24e-05
"4637","chr10",28197249,28197551,303,"*",2.77,1.49,3.43,-1.94,4.41e-05,6.27e-05
"4638","chr21",37049885,37050162,278,"*",2.87,1.58,3.53,-1.95,4.41e-05,6.27e-05
"4639","chr17",4437066,4437314,249,"*",2.41,0.87,3.13,-2.26,4.42e-05,6.28e-05
"4640","chr3",15727437,15727731,295,"*",2.93,1.72,3.58,-1.85,4.42e-05,6.28e-05
"4641","chr10",19534961,19535343,383,"*",3.13,2.08,3.73,-1.64,4.42e-05,6.28e-05
"4642","chr10",126028556,126028854,299,"*",2.73,1.39,3.41,-2.02,4.42e-05,6.29e-05
"4643","chr5",23220039,23220378,340,"*",2.74,1.4,3.42,-2.02,4.43e-05,6.29e-05
"4644","chr10",110358632,110359026,395,"*",3.81,2.99,4.33,-1.35,4.46e-05,6.33e-05
"4645","chr19",39222483,39222692,210,"*",2.33,0.53,3.1,-2.57,4.47e-05,6.35e-05
"4646","chr9",130731922,130732187,266,"*",3.19,2.13,3.8,-1.67,4.47e-05,6.35e-05
"4647","chr7",111227202,111227484,283,"*",2.22,0.57,2.97,-2.4,4.52e-05,6.42e-05
"4648","chr20",42509487,42509690,204,"*",2.06,0.11,2.86,-2.75,4.56e-05,6.47e-05
"4649","chr3",194218746,194219019,274,"*",2.62,1.1,3.34,-2.24,4.58e-05,6.5e-05
"4650","chr1",234860536,234860839,304,"*",2.5,0.98,3.23,-2.25,4.58e-05,6.5e-05
"4651","chr19",18490943,18491365,423,"*",4.11,3.35,4.61,-1.27,4.62e-05,6.55e-05
"4652","chr2",105097990,105098320,331,"*",2.66,1.15,3.39,-2.24,4.62e-05,6.56e-05
"4653","chr10",129706971,129707348,378,"*",3.74,2.95,4.25,-1.31,4.67e-05,6.61e-05
"4654","chr10",32047978,32048296,319,"*",3.06,1.93,3.69,-1.76,4.68e-05,6.63e-05
"4655","chr12",10574800,10575143,344,"*",1.84,-0.36,2.68,-3.04,4.69e-05,6.65e-05
"4656","chr2",223661425,223661678,254,"*",2.77,1.56,3.42,-1.86,4.71e-05,6.68e-05
"4657","chr10",89461291,89461576,286,"*",2.59,1.26,3.27,-2.02,4.72e-05,6.68e-05
"4658","chr11",60926070,60926429,360,"*",3.18,2.16,3.77,-1.62,4.72e-05,6.69e-05
"4659","chr17",1475649,1475907,259,"*",2.56,1.18,3.25,-2.07,4.75e-05,6.72e-05
"4660","chr16",4071149,4071450,302,"*",3.16,2.2,3.73,-1.53,4.82e-05,6.83e-05
"4661","chr19",12897346,12897621,276,"*",1.89,-0.36,2.73,-3.09,4.85e-05,6.86e-05
"4662","chr13",59718938,59719208,271,"*",2.92,1.68,3.58,-1.9,4.85e-05,6.86e-05
"4663","chr8",128964418,128964629,212,"*",2.88,1.74,3.51,-1.76,4.88e-05,6.9e-05
"4664","chr2",220433802,220434059,258,"*",2.45,0.96,3.17,-2.21,4.88e-05,6.9e-05
"4665","chr6",31477768,31478194,427,"*",4.2,3.49,4.67,-1.18,4.89e-05,6.92e-05
"4666","chr12",51923470,51923772,303,"*",2.63,1.23,3.32,-2.09,4.91e-05,6.94e-05
"4667","chr6",103242848,103243225,378,"*",3.03,1.91,3.65,-1.74,4.98e-05,7.04e-05
"4668","chr2",30440774,30441085,312,"*",3.22,2.16,3.83,-1.66,5.02e-05,7.09e-05
"4669","chr3",169476454,169476783,330,"*",3.56,2.75,4.07,-1.32,5.05e-05,7.13e-05
"4670","chr18",57620497,57620748,252,"*",1.72,-0.54,2.56,-3.1,5.05e-05,7.13e-05
"4671","chr3",73862599,73862993,395,"*",2.88,1.75,3.51,-1.76,5.07e-05,7.16e-05
"4672","chr4",99582903,99583185,283,"*",3.21,2.12,3.82,-1.7,5.07e-05,7.16e-05
"4673","chr5",67702596,67702892,297,"*",2.11,0.12,2.92,-2.79,5.09e-05,7.18e-05
"4674","chr10",6338599,6339224,626,"*",4.18,3.49,4.64,-1.16,5.11e-05,7.21e-05
"4675","chr20",47214029,47214288,260,"*",2.49,0.9,3.23,-2.33,5.16e-05,7.28e-05
"4676","chr17",48981712,48982147,436,"*",2.62,1.05,3.36,-2.3,5.18e-05,7.31e-05
"4677","chr6",45522460,45522767,308,"*",3.11,2.19,3.67,-1.48,5.2e-05,7.34e-05
"4678","chr4",148988752,148989046,295,"*",2.46,0.89,3.19,-2.3,5.22e-05,7.36e-05
"4679","chr19",18392493,18392858,366,"*",3.05,1.74,3.72,-1.98,5.26e-05,7.42e-05
"4680","chr11",1849842,1850056,215,"*",1.85,-0.36,2.68,-3.04,5.37e-05,7.56e-05
"4681","chr1",3130259,3130523,265,"*",2.27,0.55,3.04,-2.49,5.38e-05,7.57e-05
"4682","chr11",80431340,80431648,309,"*",3.62,2.82,4.13,-1.31,5.38e-05,7.58e-05
"4683","chr7",100048107,100048400,294,"*",2.42,0.97,3.12,-2.15,5.41e-05,7.63e-05
"4684","chr12",12641977,12642302,326,"*",2.41,0.8,3.16,-2.35,5.43e-05,7.65e-05
"4685","chr17",7381068,7381393,326,"*",3.12,2.07,3.73,-1.66,5.44e-05,7.66e-05
"4686","chr6",20200952,20201313,362,"*",4.06,3.34,4.53,-1.2,5.47e-05,7.7e-05
"4687","chr6",3565549,3565840,292,"*",2.38,0.72,3.13,-2.41,5.5e-05,7.74e-05
"4688","chr9",120168742,120168988,247,"*",2.46,0.78,3.22,-2.44,5.51e-05,7.75e-05
"4689","chr12",12556689,12557085,397,"*",2.52,0.96,3.25,-2.29,5.52e-05,7.77e-05
"4690","chr6",2040880,2041122,243,"*",1.9,-0.18,2.72,-2.91,5.54e-05,7.78e-05
"4691","chr6",34514574,34514863,290,"*",3.13,2.01,3.75,-1.74,5.54e-05,7.79e-05
"4692","chr15",33409885,33410176,292,"*",2.37,0.69,3.13,-2.44,5.55e-05,7.81e-05
"4693","chr4",163184215,163184621,407,"*",2.65,1.3,3.33,-2.03,5.59e-05,7.86e-05
"4694","chr6",36288262,36288594,333,"*",2.76,1.42,3.44,-2.03,5.63e-05,7.91e-05
"4695","chr11",27266276,27266532,257,"*",2.31,0.74,3.05,-2.31,5.64e-05,7.92e-05
"4696","chr13",30483124,30483419,296,"*",1.79,-0.54,2.64,-3.18,5.64e-05,7.92e-05
"4697","chr16",4425010,4425317,308,"*",2.88,1.61,3.54,-1.94,5.67e-05,7.96e-05
"4698","chr6",3670124,3670408,285,"*",2.6,1.22,3.3,-2.08,5.73e-05,8.04e-05
"4699","chr3",169331235,169331536,302,"*",2.67,1.19,3.39,-2.2,5.73e-05,8.04e-05
"4700","chr11",116268496,116268745,250,"*",2.05,0.28,2.82,-2.54,5.76e-05,8.08e-05
"4701","chr3",62286439,62286912,474,"*",4.54,3.83,5.01,-1.17,5.78e-05,8.11e-05
"4702","chr5",76468887,76469229,343,"*",3.07,2.03,3.67,-1.64,5.81e-05,8.15e-05
"4703","chr4",37473721,37474039,319,"*",2.6,1.01,3.34,-2.33,5.82e-05,8.17e-05
"4704","chr6",52431805,52432091,287,"*",2.25,0.74,2.97,-2.23,5.83e-05,8.17e-05
"4705","chr14",67907288,67907619,332,"*",3.08,1.96,3.7,-1.74,5.89e-05,8.26e-05
"4706","chr15",42358902,42359109,208,"*",1.72,-0.54,2.56,-3.1,5.92e-05,8.29e-05
"4707","chr12",113659648,113659931,284,"*",3.06,1.94,3.68,-1.74,5.92e-05,8.3e-05
"4708","chr19",35531856,35532171,316,"*",2.53,0.87,3.28,-2.41,6.04e-05,8.46e-05
"4709","chr11",84319506,84319942,437,"*",3.62,2.71,4.17,-1.46,6.04e-05,8.47e-05
"4710","chrX",75778466,75778783,318,"*",2.91,1.51,3.61,-2.1,6.05e-05,8.48e-05
"4711","chr1",202501350,202501647,298,"*",3.35,2.39,3.93,-1.54,6.09e-05,8.53e-05
"4712","chr9",90290500,90290789,290,"*",2.5,1.15,3.19,-2.04,6.13e-05,8.59e-05
"4713","chr4",6689753,6690186,434,"*",3,1.92,3.61,-1.69,6.2e-05,8.68e-05
"4714","chr6",138789950,138790411,462,"*",3.73,2.86,4.27,-1.41,6.22e-05,8.71e-05
"4715","chr5",138484062,138484379,318,"*",2.48,0.99,3.19,-2.2,6.25e-05,8.75e-05
"4716","chr20",58847884,58848196,313,"*",3.14,2.19,3.7,-1.51,6.32e-05,8.84e-05
"4717","chr4",154598213,154598499,287,"*",2.54,1.19,3.23,-2.03,6.33e-05,8.85e-05
"4718","chr20",49776982,49777303,322,"*",3.57,2.67,4.12,-1.45,6.36e-05,8.9e-05
"4719","chr6",13455889,13456091,203,"*",1.8,-0.36,2.63,-2.99,6.4e-05,8.94e-05
"4720","chr1",45770404,45770650,247,"*",1.8,-0.34,2.63,-2.97,6.4e-05,8.94e-05
"4721","chr19",33523395,33523681,287,"*",3.34,2.32,3.93,-1.61,6.41e-05,8.96e-05
"4722","chr8",644179,644608,430,"*",3.49,2.64,4.02,-1.38,6.43e-05,8.99e-05
"4723","chr6",34504370,34504681,312,"*",2.56,1.13,3.27,-2.13,6.44e-05,9e-05
"4724","chr12",95711838,95712262,425,"*",3.69,2.93,4.19,-1.26,6.45e-05,9e-05
"4725","chr4",160405914,160406286,373,"*",2.81,1.54,3.48,-1.94,6.47e-05,9.03e-05
"4726","chr1",6019754,6020014,261,"*",1.92,-0.17,2.74,-2.92,6.47e-05,9.03e-05
"4727","chr13",36603336,36603621,286,"*",2.8,1.57,3.45,-1.88,6.54e-05,9.13e-05
"4728","chr12",73777537,73777936,400,"*",3.55,2.71,4.08,-1.37,6.55e-05,9.13e-05
"4729","chr11",71506839,71507164,326,"*",1.78,-0.36,2.61,-2.97,6.56e-05,9.15e-05
"4730","chr2",110316165,110316454,290,"*",2.79,1.69,3.41,-1.72,6.56e-05,9.15e-05
"4731","chr3",12486345,12486952,608,"*",3.93,3.19,4.41,-1.22,6.58e-05,9.18e-05
"4732","chrX",105545460,105545891,432,"*",3.61,2.83,4.11,-1.27,6.64e-05,9.26e-05
"4733","chr6",125526262,125526564,303,"*",3.62,2.78,4.15,-1.36,6.65e-05,9.27e-05
"4734","chr5",23494644,23494994,351,"*",2.97,1.79,3.61,-1.81,6.66e-05,9.28e-05
"4735","chr18",11500336,11500775,440,"*",3.09,1.93,3.73,-1.8,6.71e-05,9.35e-05
"4736","chr17",15176459,15176787,329,"*",3.27,2.25,3.86,-1.61,6.74e-05,9.39e-05
"4737","chr19",54101636,54101940,305,"*",2.71,1.47,3.36,-1.9,6.77e-05,9.43e-05
"4738","chr1",172453420,172453664,245,"*",2.06,0.28,2.83,-2.55,6.86e-05,9.55e-05
"4739","chr14",96730133,96730506,374,"*",3.48,2.66,4,-1.34,6.89e-05,9.59e-05
"4740","chr6",107221379,107221635,257,"*",2.94,1.84,3.55,-1.72,6.89e-05,9.59e-05
"4741","chr3",172184957,172185299,343,"*",2.67,1.23,3.37,-2.14,6.91e-05,9.61e-05
"4742","chr5",22070378,22070697,320,"*",3.47,2.6,4,-1.4,6.94e-05,9.65e-05
"4743","chr16",85886913,85887151,239,"*",3.08,2.05,3.68,-1.63,6.96e-05,9.68e-05
"4744","chr12",42095769,42095999,231,"*",2.09,0.23,2.87,-2.64,6.97e-05,9.69e-05
"4745","chr16",18310665,18311325,661,"*",2.33,0.77,3.07,-2.3,6.99e-05,9.72e-05
"4746","chr10",28974202,28974474,273,"*",2.95,1.9,3.55,-1.65,7.07e-05,9.83e-05
"4747","chr8",37032093,37032417,325,"*",3.01,1.97,3.6,-1.63,7.14e-05,9.92e-05
"4748","chr1",120922814,120923260,447,"*",1.69,-0.54,2.53,-3.07,7.21e-05,1e-04
"4749","chr7",4871842,4872094,253,"*",2.79,1.48,3.47,-1.99,7.22e-05,1e-04
"4750","chr5",56328111,56328372,262,"*",2.05,0.27,2.83,-2.55,7.22e-05,1e-04
"4751","chr10",79342406,79342723,318,"*",3.66,2.85,4.17,-1.32,7.25e-05,0.000101
"4752","chr16",1680853,1681107,255,"*",3.15,2.18,3.72,-1.54,7.29e-05,0.000101
"4753","chr6",20694009,20694261,253,"*",2.02,0.09,2.81,-2.72,7.34e-05,0.000102
"4754","chr3",164154936,164155196,261,"*",1.84,-0.2,2.65,-2.85,7.4e-05,0.000103
"4755","chr9",73093097,73093332,236,"*",2.45,0.87,3.19,-2.33,7.41e-05,0.000103
"4756","chr6",47375471,47375792,322,"*",2.18,0.51,2.93,-2.42,7.54e-05,0.000105
"4757","chr3",67568664,67568923,260,"*",2.13,0.32,2.9,-2.58,7.56e-05,0.000105
"4758","chr15",74838540,74838854,315,"*",2.7,1.32,3.39,-2.07,7.58e-05,0.000105
"4759","chr16",81601917,81602220,304,"*",2.97,1.7,3.64,-1.94,7.59e-05,0.000105
"4760","chr20",53566926,53567174,249,"*",2.1,0.34,2.87,-2.53,7.6e-05,0.000105
"4761","chr9",137787645,137787883,239,"*",2.61,1.33,3.27,-1.94,7.63e-05,0.000106
"4762","chr7",95238130,95238430,301,"*",2.75,1.49,3.41,-1.92,7.64e-05,0.000106
"4763","chr19",17908339,17908597,259,"*",2.44,0.88,3.17,-2.29,7.65e-05,0.000106
"4764","chr20",50077365,50077615,251,"*",2.67,1.42,3.33,-1.91,7.65e-05,0.000106
"4765","chr6",35153134,35153378,245,"*",2.4,0.77,3.15,-2.38,7.71e-05,0.000107
"4766","chr5",140383638,140384000,363,"*",3.17,2.22,3.73,-1.51,7.8e-05,0.000108
"4767","chr18",20453244,20453499,256,"*",2.71,1.52,3.35,-1.83,7.81e-05,0.000108
"4768","chr13",50819225,50819545,321,"*",3.09,2.08,3.68,-1.6,7.91e-05,0.000109
"4769","chr12",130582529,130582866,338,"*",2.61,1.31,3.29,-1.97,7.91e-05,0.000109
"4770","chr6",1832960,1833307,348,"*",3.12,2.17,3.69,-1.52,7.93e-05,0.00011
