"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"11801","chr19",49223290,49224838,1549,"*",2.14,2.33,1.92,0.41,0.707,0.916
"11802","chr2",160564598,160564886,289,"*",2.86,2.71,3,-0.29,0.707,0.916
"11803","chr7",141066846,141067036,191,"*",1.57,1.36,1.76,-0.4,0.707,1
"11804","chr5",65125097,65125376,280,"*",3.33,3.21,3.44,-0.23,0.707,0.916
"11805","chr2",27838292,27838507,216,"*",2.39,2.23,2.53,-0.3,0.707,0.916
"11806","chr14",103499560,103500251,692,"*",1.96,1.74,2.15,-0.41,0.707,1
"11807","chr19",49931154,49931569,416,"*",2.77,2.62,2.9,-0.29,0.708,0.916
"11808","chr10",118896420,118897032,613,"*",3.69,3.56,3.81,-0.25,0.708,0.916
"11809","chr17",29058774,29059157,384,"*",3.19,3.31,3.06,0.26,0.708,0.917
"11810","chr19",38472569,38473079,511,"*",3.39,3.26,3.5,-0.25,0.708,0.917
"11811","chr4",78851683,78851958,276,"*",2.28,2.44,2.09,0.35,0.708,0.917
"11812","chr6",39319669,39319906,238,"*",2.73,2.58,2.87,-0.29,0.708,0.917
"11813","chr6",65129550,65129852,303,"*",2.46,2.31,2.59,-0.28,0.708,0.917
"11814","chrX",18206442,18206743,302,"*",3.69,3.78,3.58,0.2,0.708,0.917
"11815","chr16",31195571,31196632,1062,"*",1.86,2.03,1.67,0.36,0.708,1
"11816","chr16",19195156,19195778,623,"*",2.12,2.32,1.9,0.42,0.709,0.917
"11817","chr2",10381413,10381731,319,"*",3.1,2.93,3.24,-0.31,0.709,0.917
"11818","chr16",83382922,83383127,206,"*",2.41,2.6,2.19,0.41,0.709,0.917
"11819","chr9",137125798,137125985,188,"*",2.57,2.43,2.7,-0.27,0.709,0.917
"11820","chr14",78077515,78078589,1075,"*",3.99,3.9,4.08,-0.17,0.709,0.917
"11821","chr6",43438372,43439040,669,"*",1.99,2.19,1.76,0.43,0.709,0.917
"11822","chr5",30855404,30855675,272,"*",2.26,2.44,2.05,0.39,0.71,0.917
"11823","chr7",51527581,51527882,302,"*",3.59,3.45,3.72,-0.27,0.71,0.917
"11824","chr3",107156694,107157104,411,"*",2.79,2.92,2.65,0.27,0.71,0.917
"11825","chr2",232490447,232490665,219,"*",3.01,2.88,3.13,-0.25,0.71,0.917
"11826","chr6",96629962,96630175,214,"*",2.97,2.84,3.08,-0.24,0.71,0.917
"11827","chr7",131365049,131365337,289,"*",2.44,2.28,2.58,-0.3,0.71,0.917
"11828","chr6",36258905,36259219,315,"*",2.98,2.83,3.12,-0.29,0.71,0.917
"11829","chr2",52333827,52334103,277,"*",3.48,3.58,3.38,0.21,0.71,0.917
"11830","chr2",99352826,99353117,292,"*",2.3,2.45,2.14,0.31,0.71,0.917
"11831","chr10",75853634,75853855,222,"*",2.49,2.66,2.29,0.37,0.71,0.917
"11832","chr19",45590827,45591045,219,"*",3.38,3.51,3.25,0.26,0.71,0.917
"11833","chr10",135137723,135139537,1815,"*",4.98,5.06,4.9,0.16,0.71,0.917
"11834","chr20",30756125,30756613,489,"*",3.07,2.92,3.2,-0.27,0.711,0.917
"11835","chr4",173937640,173938266,627,"*",2.43,2.28,2.57,-0.3,0.711,0.917
"11836","chr20",43030962,43031226,265,"*",3.2,3.31,3.09,0.22,0.711,0.917
"11837","chr10",4998687,4999074,388,"*",2.05,1.87,2.22,-0.36,0.711,0.917
"11838","chr3",128347245,128347424,180,"*",2.13,2.3,1.93,0.37,0.711,0.917
"11839","chr10",50605778,50605967,190,"*",3.14,3.27,3.01,0.26,0.711,0.917
"11840","chr17",19840710,19841766,1057,"*",3.67,3.56,3.78,-0.21,0.711,0.917
"11841","chr16",87421232,87421547,316,"*",3.57,3.68,3.45,0.23,0.711,0.917
"11842","chr4",111542134,111542341,208,"*",2.12,1.95,2.27,-0.32,0.711,0.917
"11843","chr2",85483293,85483893,601,"*",3.47,3.57,3.36,0.21,0.711,0.917
"11844","chr17",64927165,64927395,231,"*",2.01,1.82,2.18,-0.37,0.711,0.917
"11845","chr17",76116746,76117090,345,"*",2.01,1.82,2.18,-0.37,0.711,0.917
"11846","chr19",15579519,15579802,284,"*",2.01,1.82,2.18,-0.37,0.711,0.917
"11847","chr14",96206966,96208144,1179,"*",3.07,3.23,2.89,0.35,0.712,0.917
"11848","chr10",134042647,134042886,240,"*",2.15,1.98,2.31,-0.32,0.712,0.917
"11849","chr2",216852932,216853995,1064,"*",3.76,3.64,3.86,-0.22,0.712,0.918
"11850","chr5",117956853,117957174,322,"*",2.96,2.8,3.11,-0.31,0.712,0.918
"11851","chr2",72667144,72667323,180,"*",2.58,2.41,2.73,-0.32,0.712,0.918
"11852","chr7",12692405,12692852,448,"*",3.05,2.88,3.2,-0.31,0.712,0.918
"11853","chr13",21951410,21951604,195,"*",1.27,1.07,1.45,-0.38,0.713,1
"11854","chrX",25026957,25027508,552,"*",3.52,3.41,3.63,-0.22,0.713,0.918
"11855","chr17",30283842,30284034,193,"*",3.24,3.13,3.35,-0.22,0.713,0.918
"11856","chr12",14412797,14414318,1522,"*",4.57,4.47,4.67,-0.19,0.713,0.918
"11857","chr2",120595756,120596048,293,"*",2.15,1.95,2.34,-0.39,0.713,0.918
"11858","chr1",200952698,200953864,1167,"*",2.33,2.16,2.48,-0.32,0.713,0.918
"11859","chr11",118881897,118882514,618,"*",2.31,2.15,2.45,-0.31,0.713,0.918
"11860","chr11",65194164,65197904,3741,"*",6.53,6.48,6.58,-0.1,0.713,0.918
"11861","chr10",94357061,94357780,720,"*",2.39,2.19,2.57,-0.38,0.713,0.918
"11862","chr19",12764797,12764995,199,"*",2.75,2.62,2.88,-0.26,0.713,0.918
"11863","chr5",88728849,88729062,214,"*",2.47,2.31,2.61,-0.3,0.713,0.918
"11864","chr19",47304304,47304572,269,"*",2.91,2.78,3.03,-0.25,0.713,0.918
"11865","chr11",57483705,57484267,563,"*",1.73,1.54,1.89,-0.34,0.713,1
"11866","chr21",38477360,38477539,180,"*",2.56,2.4,2.71,-0.31,0.713,0.918
"11867","chr5",42734815,42735485,671,"*",2.2,2.01,2.37,-0.36,0.713,0.918
"11868","chr1",202933696,202934612,917,"*",3.83,3.95,3.7,0.25,0.713,0.918
"11869","chr16",454997,455299,303,"*",1.94,2.18,1.66,0.52,0.713,1
"11870","chr9",110904711,110904931,221,"*",3.28,3.17,3.38,-0.21,0.714,0.918
"11871","chr20",42815717,42816220,504,"*",2.21,2.03,2.36,-0.33,0.714,0.918
"11872","chr1",1391341,1391530,190,"*",0.44,0.25,0.61,-0.36,0.714,1
"11873","chr1",6495600,6496013,414,"*",0.44,0.25,0.61,-0.36,0.714,1
"11874","chr19",41514957,41515201,245,"*",0.44,0.25,0.61,-0.36,0.714,1
"11875","chr2",61373777,61374299,523,"*",0.44,0.25,0.61,-0.36,0.714,1
"11876","chr21",44749965,44750492,528,"*",0.44,0.25,0.61,-0.36,0.714,1
"11877","chr15",85122253,85122720,468,"*",3.16,3.29,3.01,0.27,0.714,0.918
"11878","chr3",176910691,176911129,439,"*",1.4,1.61,1.15,0.46,0.714,1
"11879","chr6",33611572,33611751,180,"*",2.05,1.88,2.2,-0.33,0.714,0.918
"11880","chr1",247091529,247092099,571,"*",2.58,2.38,2.76,-0.38,0.714,0.918
"11881","chr10",100148037,100148350,314,"*",3.65,3.54,3.75,-0.21,0.714,0.918
"11882","chr17",57134822,57135027,206,"*",4.06,4.16,3.96,0.2,0.714,0.918
"11883","chr17",15064389,15064886,498,"*",3.76,3.64,3.87,-0.23,0.714,0.918
"11884","chr3",2713787,2714025,239,"*",1.83,2.01,1.63,0.37,0.714,1
"11885","chr12",112222867,112223171,305,"*",2.85,2.68,3,-0.32,0.714,0.918
"11886","chr8",109799408,109799871,464,"*",3.3,3.18,3.42,-0.25,0.714,0.918
"11887","chr17",1613076,1614167,1092,"*",5.13,5.05,5.2,-0.16,0.714,0.918
"11888","chr1",167471314,167471509,196,"*",1.59,1.35,1.79,-0.44,0.714,1
"11889","chr4",57039880,57040124,245,"*",3.07,3.18,2.94,0.24,0.715,0.918
"11890","chr12",110221303,110222230,928,"*",2.72,2.88,2.53,0.34,0.715,0.918
"11891","chr1",106570507,106570807,301,"*",3.92,4,3.83,0.18,0.715,0.918
"11892","chr3",129819051,129819450,400,"*",3.3,3.19,3.41,-0.21,0.715,0.918
"11893","chr2",242401007,242401447,441,"*",3.97,4.06,3.87,0.19,0.715,0.918
"11894","chr5",179066048,179066381,334,"*",3.15,3.03,3.27,-0.24,0.715,0.918
"11895","chr12",120676265,120676844,580,"*",2.77,2.61,2.91,-0.29,0.715,0.918
"11896","chr2",73190868,73191144,277,"*",2.68,2.54,2.8,-0.26,0.715,0.918
"11897","chr14",60219945,60220179,235,"*",2.82,2.69,2.94,-0.25,0.715,0.918
"11898","chr20",17909204,17910157,954,"*",4.42,4.52,4.32,0.19,0.715,0.918
"11899","chr5",176026801,176027119,319,"*",2.47,2.33,2.6,-0.26,0.715,0.918
"11900","chr12",133305061,133305510,450,"*",1.74,1.56,1.9,-0.34,0.715,1
"11901","chr3",14400040,14400263,224,"*",2.08,1.88,2.26,-0.38,0.716,0.918
"11902","chr19",4181905,4183379,1475,"*",4.73,4.65,4.8,-0.15,0.716,0.918
"11903","chr11",127600382,127600680,299,"*",3.81,3.89,3.71,0.18,0.716,0.918
"11904","chr15",60890162,60890341,180,"*",2.94,2.82,3.06,-0.24,0.716,0.918
"11905","chr14",103406593,103407554,962,"*",3.93,3.83,4.02,-0.19,0.716,0.918
"11906","chr1",39994100,39994286,187,"*",2.26,2.1,2.4,-0.3,0.716,0.918
"11907","chr13",62349077,62349393,317,"*",3.77,3.66,3.87,-0.21,0.716,0.918
"11908","chr8",145222036,145222599,564,"*",2.25,2.45,2.03,0.42,0.716,0.918
"11909","chr19",40408561,40408823,263,"*",2.55,2.4,2.68,-0.28,0.716,0.918
"11910","chr2",231507395,231507770,376,"*",2.97,2.84,3.1,-0.25,0.716,0.918
"11911","chr15",92687096,92687344,249,"*",2.57,2.43,2.7,-0.27,0.716,0.918
"11912","chr11",64601554,64601953,400,"*",2.36,2.21,2.5,-0.29,0.716,0.918
"11913","chr17",35681976,35682255,280,"*",2.77,2.63,2.91,-0.28,0.716,0.918
"11914","chr9",138044223,138044918,696,"*",2.81,2.95,2.65,0.3,0.716,0.918
"11915","chr3",11801584,11801865,282,"*",3.46,3.35,3.56,-0.21,0.717,0.918
"11916","chr9",139657402,139657899,498,"*",3.95,3.85,4.05,-0.2,0.717,0.918
"11917","chr6",365825,366163,339,"*",2.71,2.88,2.52,0.36,0.717,0.918
"11918","chr13",108395010,108395290,281,"*",3.45,3.35,3.55,-0.21,0.717,0.918
"11919","chr8",134698556,134698788,233,"*",1.47,1.25,1.66,-0.41,0.717,1
"11920","chr12",88166250,88166502,253,"*",3.01,3.13,2.87,0.26,0.717,0.919
"11921","chr7",44008683,44009066,384,"*",1.13,0.87,1.35,-0.48,0.717,1
"11922","chr20",21501904,21502338,435,"*",3.1,2.97,3.22,-0.25,0.717,0.919
"11923","chr3",189235830,189236080,251,"*",2.83,2.7,2.95,-0.26,0.717,0.919
"11924","chr1",108322397,108322629,233,"*",3.49,3.61,3.36,0.25,0.717,0.919
"11925","chr7",100130867,100131231,365,"*",3.08,3.21,2.93,0.28,0.717,0.919
"11926","chr6",129108772,129108977,206,"*",2.62,2.76,2.46,0.3,0.717,0.919
"11927","chr19",16513975,16514187,213,"*",2.76,2.63,2.88,-0.25,0.718,0.919
"11928","chr18",46402583,46402894,312,"*",3.39,3.5,3.27,0.23,0.718,0.919
"11929","chrX",8057393,8057607,215,"*",3.11,3.21,2.99,0.22,0.718,0.919
"11930","chr11",61595513,61596516,1004,"*",2.71,2.88,2.52,0.36,0.718,0.919
"11931","chr15",71761794,71761994,201,"*",2.78,2.94,2.59,0.35,0.719,0.919
"11932","chr1",27129884,27130247,364,"*",2.59,2.44,2.72,-0.28,0.719,0.919
"11933","chr7",1042360,1043679,1320,"*",1.96,1.75,2.15,-0.39,0.719,0.919
"11934","chr13",95253657,95254663,1007,"*",4.33,4.25,4.41,-0.17,0.719,0.919
"11935","chr2",242208181,242208523,343,"*",3.58,3.49,3.67,-0.19,0.719,0.919
"11936","chr11",59524464,59524643,180,"*",2.15,1.95,2.32,-0.37,0.719,0.919
"11937","chr12",56415337,56415832,496,"*",1.1,0.87,1.29,-0.43,0.719,1
"11938","chr14",61117209,61117418,210,"*",1.1,0.87,1.29,-0.43,0.719,1
"11939","chr19",13960981,13962378,1398,"*",5.12,5.05,5.18,-0.13,0.719,0.919
"11940","chr5",126129726,126129959,234,"*",2.09,1.9,2.26,-0.35,0.719,0.919
"11941","chr2",173888545,173888774,230,"*",2.94,3.07,2.79,0.28,0.719,0.919
"11942","chr7",17963898,17964122,225,"*",2.32,2.16,2.47,-0.3,0.719,0.919
"11943","chr2",172886566,172887064,499,"*",3.33,3.45,3.2,0.25,0.719,0.919
"11944","chr19",14623210,14624384,1175,"*",3.02,2.85,3.17,-0.32,0.719,0.919
"11945","chr12",15789358,15789575,218,"*",2.87,3,2.74,0.26,0.719,0.919
"11946","chr19",41444934,41445207,274,"*",1.87,1.7,2.03,-0.33,0.72,1
"11947","chr15",40675142,40675688,547,"*",3.72,3.62,3.81,-0.19,0.721,0.921
"11948","chr14",20107853,20108156,304,"*",1.19,1.37,0.97,0.4,0.721,1
"11949","chr17",79804379,79804655,277,"*",2.2,2.03,2.36,-0.34,0.721,0.921
"11950","chr3",129664818,129665126,309,"*",3.36,3.47,3.24,0.23,0.721,0.921
"11951","chr17",60548069,60548385,317,"*",1.51,1.32,1.69,-0.37,0.721,1
"11952","chr2",3522162,3523956,1795,"*",6.03,5.98,6.08,-0.11,0.721,0.921
"11953","chr7",73119379,73122883,3505,"*",5.02,5.1,4.94,0.16,0.721,0.921
"11954","chr17",405980,406565,586,"*",3.48,3.35,3.59,-0.24,0.721,0.921
"11955","chr1",70800195,70800424,230,"*",2.91,2.75,3.05,-0.31,0.721,0.921
"11956","chr4",153915966,153917764,1799,"*",4.25,4.35,4.15,0.19,0.721,0.921
"11957","chr12",48340457,48340652,196,"*",2.12,1.94,2.28,-0.34,0.722,0.921
"11958","chr4",143419610,143420044,435,"*",3.14,3.24,3.02,0.22,0.722,0.921
"11959","chr2",241387258,241388261,1004,"*",4.21,4.12,4.3,-0.18,0.722,0.922
"11960","chr10",10692861,10693514,654,"*",0.01,0.25,-0.28,0.52,0.722,1
"11961","chr10",100301215,100301690,476,"*",0.01,0.25,-0.28,0.52,0.722,1
"11962","chr10",110075198,110075673,476,"*",0.01,0.25,-0.28,0.52,0.722,1
"11963","chr13",19328983,19329281,299,"*",0.01,0.25,-0.28,0.52,0.722,1
"11964","chr14",79722716,79723748,1033,"*",0.01,0.25,-0.28,0.52,0.722,1
"11965","chr15",80241893,80242575,683,"*",0.01,0.25,-0.28,0.52,0.722,1
"11966","chr16",29217403,29217593,191,"*",0.01,0.25,-0.28,0.52,0.722,1
"11967","chr17",32204572,32204884,313,"*",0.01,0.25,-0.28,0.52,0.722,1
"11968","chr19",48986240,48986469,230,"*",0.01,0.25,-0.28,0.52,0.722,1
"11969","chr20",18741280,18741556,277,"*",0.01,0.25,-0.28,0.52,0.722,1
"11970","chr3",132484691,132485223,533,"*",0.01,0.25,-0.28,0.52,0.722,1
"11971","chr3",176895258,176895837,580,"*",0.01,0.25,-0.28,0.52,0.722,1
"11972","chr4",43345516,43345838,323,"*",0.01,0.25,-0.28,0.52,0.722,1
"11973","chr4",66159394,66159748,355,"*",0.01,0.25,-0.28,0.52,0.722,1
"11974","chr5",70503624,70504125,502,"*",0.01,0.25,-0.28,0.52,0.722,1
"11975","chr5",73518015,73518311,297,"*",0.01,0.25,-0.28,0.52,0.722,1
"11976","chr7",45851849,45852531,683,"*",0.01,0.25,-0.28,0.52,0.722,1
"11977","chr7",51957737,51958288,552,"*",0.01,0.25,-0.28,0.52,0.722,1
"11978","chr7",117331080,117331708,629,"*",0.01,0.25,-0.28,0.52,0.722,1
"11979","chr8",16508767,16509069,303,"*",0.01,0.25,-0.28,0.52,0.722,1
"11980","chr9",88982167,88982350,184,"*",0.01,0.25,-0.28,0.52,0.722,1
"11981","chr9",94912776,94914598,1823,"*",0.01,0.25,-0.28,0.52,0.722,1
"11982","chr9",97608292,97609243,952,"*",0.01,0.25,-0.28,0.52,0.722,1
"11983","chr9",111263415,111264025,611,"*",0.01,0.25,-0.28,0.52,0.722,1
"11984","chr5",133334345,133334706,362,"*",3.73,3.63,3.82,-0.18,0.722,0.922
"11985","chr17",33913878,33914936,1059,"*",4.55,4.48,4.62,-0.14,0.722,0.922
"11986","chr1",220973539,220973755,217,"*",2.41,2.25,2.55,-0.3,0.723,0.922
"11987","chr17",42261780,42264961,3182,"*",6.17,6.11,6.23,-0.11,0.723,0.922
"11988","chr12",48175561,48176347,787,"*",2.18,2.33,2.01,0.32,0.723,0.922
"11989","chr17",72987908,72988749,842,"*",3.12,2.99,3.24,-0.25,0.723,0.922
"11990","chr16",2233460,2234333,874,"*",3.51,3.4,3.6,-0.2,0.723,0.922
"11991","chr10",29429708,29430490,783,"*",3.36,3.22,3.48,-0.25,0.724,0.923
"11992","chr10",123313333,123313829,497,"*",3.22,3.35,3.09,0.26,0.724,0.923
"11993","chr11",15056301,15056504,204,"*",2.89,2.75,3.01,-0.26,0.724,0.923
"11994","chr21",44593406,44594094,689,"*",4.16,4.05,4.25,-0.2,0.724,0.923
"11995","chr11",129328636,129328883,248,"*",1.92,1.75,2.08,-0.33,0.724,1
"11996","chr9",97140727,97140914,188,"*",2.56,2.42,2.68,-0.26,0.724,0.923
"11997","chr9",139498549,139499476,928,"*",3.39,3.25,3.53,-0.28,0.724,0.923
"11998","chr20",55886196,55886429,234,"*",2.84,2.69,2.98,-0.3,0.724,0.923
"11999","chr3",15765825,15766084,260,"*",3.57,3.46,3.67,-0.21,0.724,0.923
"12000","chr14",82700195,82700512,318,"*",3.55,3.43,3.66,-0.23,0.725,0.923
"12001","chr1",156682188,156682486,299,"*",1.88,1.68,2.05,-0.37,0.725,1
"12002","chr8",27474332,27474634,303,"*",3.38,3.28,3.47,-0.19,0.725,0.924
"12003","chr2",201631849,201632465,617,"*",2.54,2.38,2.68,-0.31,0.725,0.924
"12004","chr22",20070418,20070771,354,"*",2.53,2.34,2.69,-0.35,0.726,0.924
"12005","chr18",32847002,32847604,603,"*",2.98,2.82,3.12,-0.3,0.726,0.924
"12006","chr11",65327594,65328303,710,"*",2.64,2.8,2.45,0.36,0.726,0.924
"12007","chr6",125962931,125963185,255,"*",3.46,3.56,3.35,0.21,0.726,0.924
"12008","chr6_qbl_hap6",3163544,3163866,323,"*",0.92,0.69,1.12,-0.43,0.726,1
"12009","chr16",74271683,74271989,307,"*",2.87,2.73,3.01,-0.28,0.726,0.925
"12010","chr9",134280120,134280861,742,"*",2.82,2.67,2.95,-0.28,0.727,0.925
"12011","chr6",73925712,73925968,257,"*",2.97,3.1,2.84,0.26,0.727,0.925
"12012","chr16",11711845,11712548,704,"*",4.47,4.55,4.39,0.16,0.727,0.925
"12013","chr1",40292289,40292564,276,"*",3.18,3.08,3.28,-0.2,0.727,0.925
"12014","chr1",109812101,109812741,641,"*",2.53,2.36,2.68,-0.32,0.727,0.925
"12015","chr4",8574019,8574305,287,"*",2.87,2.74,2.99,-0.25,0.727,0.925
"12016","chr1",60955772,60956542,771,"*",2.78,2.64,2.91,-0.27,0.727,0.925
"12017","chr2",26286753,26287075,323,"*",2.48,2.3,2.64,-0.34,0.727,0.925
"12018","chr9",127013473,127014277,805,"*",2.48,2.63,2.31,0.32,0.727,0.925
"12019","chr1",10012664,10013315,652,"*",1.32,1.11,1.5,-0.39,0.727,1
"12020","chr2",184128329,184128528,200,"*",1.43,1.21,1.63,-0.42,0.727,1
"12021","chr16",81779337,81780168,832,"*",4.34,4.25,4.43,-0.18,0.727,0.925
"12022","chr8",38322875,38323882,1008,"*",4.69,4.61,4.77,-0.16,0.727,0.925
"12023","chr1",15517958,15518143,186,"*",2.59,2.77,2.39,0.38,0.727,0.925
"12024","chr16",3916351,3916544,194,"*",2.95,2.8,3.08,-0.28,0.728,0.925
"12025","chr5",100778160,100778443,284,"*",1.63,1.42,1.8,-0.38,0.728,1
"12026","chr3",195342050,195342250,201,"*",2.23,2.07,2.37,-0.3,0.728,0.925
"12027","chr3",36956144,36956433,290,"*",1.85,1.65,2.03,-0.38,0.728,1
"12028","chr19",50216024,50217044,1021,"*",2.66,2.82,2.48,0.34,0.728,0.925
"12029","chr13",51833193,51833505,313,"*",3.4,3.51,3.27,0.24,0.728,0.925
"12030","chr15",101205838,101206026,189,"*",2.43,2.28,2.57,-0.29,0.728,0.925
"12031","chr8",68658384,68658563,180,"*",2.97,2.84,3.1,-0.26,0.728,0.925
"12032","chr5",16953183,16953403,221,"*",3.52,3.62,3.41,0.21,0.728,0.925
"12033","chr1",203567681,203567937,257,"*",2.04,1.82,2.23,-0.41,0.728,0.926
"12034","chr10",12647738,12648379,642,"*",3.09,3.23,2.93,0.3,0.729,0.926
"12035","chr7",300454,300735,282,"*",2.29,2.09,2.47,-0.38,0.729,0.926
"12036","chr2",240079918,240080549,632,"*",3.17,3.31,3.02,0.28,0.729,0.926
"12037","chr7",30954008,30954190,183,"*",2.16,2.35,1.94,0.41,0.729,0.926
"12038","chr1",11132750,11132939,190,"*",2.53,2.36,2.68,-0.32,0.729,0.926
"12039","chr19",39214423,39214855,433,"*",2.12,1.95,2.27,-0.33,0.729,0.926
"12040","chr7",70060436,70061691,1256,"*",4.19,4.29,4.08,0.21,0.729,0.926
"12041","chr11",34284297,34285512,1216,"*",3.36,3.25,3.46,-0.21,0.729,0.926
"12042","chr6",121251745,121251969,225,"*",2.9,2.78,3.02,-0.24,0.729,0.926
"12043","chrX",99032946,99033259,314,"*",3.35,3.24,3.45,-0.21,0.729,0.926
"12044","chr15",42259094,42259323,230,"*",3.15,3.26,3.02,0.24,0.73,0.926
"12045","chr19",34787031,34787210,180,"*",1.78,1.59,1.94,-0.35,0.73,1
"12046","chr15",75944203,75944648,446,"*",2.88,2.74,3.02,-0.28,0.73,0.926
"12047","chr2",28905357,28906543,1187,"*",2.96,2.83,3.07,-0.25,0.73,0.926
"12048","chr1",12599900,12600337,438,"*",3.79,3.69,3.87,-0.18,0.73,0.927
"12049","chr14",90991812,90991991,180,"*",0.75,0.55,0.92,-0.37,0.73,1
"12050","chr18",1421402,1421633,232,"*",2.81,2.66,2.93,-0.27,0.731,0.927
"12051","chr9",95833957,95834816,860,"*",2.24,2.08,2.39,-0.31,0.731,0.927
"12052","chr9",103981412,103981591,180,"*",1.57,1.77,1.33,0.43,0.731,1
"12053","chr3",112932869,112933367,499,"*",2.74,2.58,2.88,-0.29,0.731,0.927
"12054","chr10",29315182,29315398,217,"*",3.34,3.24,3.44,-0.2,0.731,0.927
"12055","chr11",62476248,62477643,1396,"*",5.39,5.32,5.45,-0.13,0.731,0.927
"12056","chr6",41360048,41360227,180,"*",1.85,1.65,2.03,-0.38,0.731,1
"12057","chr20",61666465,61667151,687,"*",2.85,2.73,2.96,-0.23,0.731,0.927
"12058","chr7",3185658,3186407,750,"*",3.54,3.63,3.45,0.19,0.731,0.927
"12059","chr20",30273415,30273608,194,"*",1.88,1.72,2.03,-0.31,0.731,1
"12060","chr3",193662906,193663162,257,"*",2.6,2.76,2.43,0.33,0.731,0.927
"12061","chr3",134620253,134620763,511,"*",3.39,3.27,3.51,-0.23,0.732,0.927
"12062","chr9",140610674,140611028,355,"*",0.8,0.6,0.97,-0.36,0.732,1
"12063","chr9",134369852,134370426,575,"*",2.37,2.22,2.5,-0.28,0.732,0.927
"12064","chr13",45988468,45989893,1426,"*",4.23,4.32,4.13,0.19,0.732,0.927
"12065","chr3",105459974,105460350,377,"*",1.26,1.45,1.04,0.41,0.732,1
"12066","chr3",123670340,123670795,456,"*",3.01,2.86,3.15,-0.29,0.732,0.927
"12067","chr2",20405658,20408638,2981,"*",5.01,5.09,4.94,0.15,0.732,0.927
"12068","chr6",34687828,34688216,389,"*",1.12,0.92,1.29,-0.37,0.732,1
"12069","chr8",42341842,42342099,258,"*",3.29,3.16,3.41,-0.26,0.732,0.927
"12070","chr22",19675784,19676128,345,"*",2.5,2.35,2.64,-0.29,0.732,0.927
"12071","chr7",149551744,149552635,892,"*",2.78,2.91,2.63,0.29,0.732,0.927
"12072","chr2",9653019,9653504,486,"*",2.48,2.32,2.63,-0.31,0.732,0.927
"12073","chr4",83444534,83445002,469,"*",1.79,1.6,1.95,-0.35,0.732,1
"12074","chr6",134420280,134420459,180,"*",2.93,3.05,2.8,0.25,0.733,0.927
"12075","chr3",138002281,138002474,194,"*",3.06,2.95,3.16,-0.22,0.733,0.927
"12076","chr6",139454506,139454815,310,"*",2.31,2.5,2.08,0.43,0.733,0.927
"12077","chr6",105654608,105655096,489,"*",2.89,3.02,2.74,0.28,0.733,0.928
"12078","chr8",106909850,106910079,230,"*",2.39,2.53,2.22,0.31,0.733,0.928
"12079","chr9",34904907,34905148,242,"*",3.33,3.2,3.45,-0.25,0.733,0.928
"12080","chr15",91416726,91417777,1052,"*",4.33,4.41,4.24,0.17,0.733,0.928
"12081","chr3",160856197,160856514,318,"*",2.94,2.79,3.08,-0.29,0.733,0.928
"12082","chr5",72858096,72858459,364,"*",1.81,1.63,1.96,-0.33,0.733,1
"12083","chr14",65680760,65681755,996,"*",0.37,0.6,0.08,0.52,0.733,1
"12084","chr22",38786206,38786598,393,"*",0.37,0.6,0.08,0.52,0.733,1
"12085","chr7",65211910,65212366,457,"*",0.37,0.6,0.08,0.52,0.733,1
"12086","chr16",21158744,21159010,267,"*",2.38,2.22,2.53,-0.31,0.734,0.928
"12087","chr20",54964004,54964678,675,"*",1.5,1.33,1.66,-0.32,0.734,1
"12088","chr17",18061297,18062149,853,"*",3.78,3.91,3.65,0.25,0.734,0.928
"12089","chr12",133074630,133076368,1739,"*",2.89,2.55,3.16,-0.61,0.734,0.928
"12090","chr4",186819932,186820180,249,"*",3.07,3.18,2.96,0.22,0.734,0.928
"12091","chr8",68629871,68630077,207,"*",2.12,1.93,2.29,-0.37,0.734,0.928
"12092","chr7",17092918,17093372,455,"*",1.82,1.99,1.63,0.36,0.734,1
"12093","chr4",152390909,152391094,186,"*",2.54,2.4,2.66,-0.26,0.734,0.928
"12094","chr11",28325297,28325924,628,"*",3.04,2.93,3.14,-0.21,0.734,0.928
"12095","chr4",96936569,96936748,180,"*",1.98,1.81,2.13,-0.32,0.734,0.928
"12096","chr13",106277768,106278029,262,"*",3.39,3.27,3.5,-0.23,0.734,0.928
"12097","chrX",18626813,18627094,282,"*",3.48,3.57,3.38,0.18,0.735,0.928
"12098","chr12",104574765,104575193,429,"*",2.31,2.49,2.11,0.38,0.735,0.928
"12099","chr6",20534392,20535175,784,"*",3.79,3.9,3.66,0.25,0.735,0.928
"12100","chr3",191014370,191014641,272,"*",3.39,3.27,3.51,-0.24,0.735,0.928
"12101","chr4",56600185,56600494,310,"*",2.93,2.76,3.08,-0.31,0.735,0.928
"12102","chr6",26251971,26252482,512,"*",1.71,1.48,1.9,-0.42,0.735,1
"12103","chr8",145664590,145665282,693,"*",2.17,2.36,1.94,0.42,0.735,0.928
"12104","chr6",170475396,170476049,654,"*",2.97,2.8,3.12,-0.32,0.735,0.928
"12105","chr19",33782121,33782300,180,"*",2.55,2.7,2.38,0.32,0.735,0.928
"12106","chr2",210616109,210616872,764,"*",1.37,1.19,1.53,-0.34,0.735,1
"12107","chr5",136958618,136958842,225,"*",2.17,1.98,2.34,-0.36,0.735,0.928
