"","1a","1b","2a","2b","3b","3a"
"chr5:141660634-141660907",77,12,72,10,6,43
"chr5:141706030-141706302",48,5,74,12,6,32
"chr5:141891484-141891695",28,2,33,10,2,25
"chr5:141892341-141892701",93,12,83,31,12,49
"chr5:141977560-141977736",31,7,14,29,12,14
"chr5:142100225-142100491",51,10,57,42,17,28
"chr5:142237001-142237213",40,2,32,4,10,25
"chr5:142793100-142793246",30,7,6,22,10,18
"chr5:142940780-142941071",80,2,74,13,4,65
"chr5:142950927-142951182",46,10,18,22,12,26
"chr5:142974490-142975138",185,24,75,63,43,123
"chr5:143056464-143056596",30,1,12,7,10,18
"chr5:143483806-143484095",76,7,28,8,2,50
"chr5:143961692-143961950",75,11,42,21,5,50
"chr5:144807575-144807952",153,13,130,18,9,101
"chr5:145008727-145009086",106,5,51,13,10,55
"chr5:145013679-145013989",68,12,29,35,18,47
"chr5:145231473-145231642",18,2,8,27,12,10
"chr5:145292206-145292484",99,5,91,9,2,72
"chr5:145361583-145361946",74,13,49,34,19,27
"chr5:145407248-145407788",207,18,193,41,22,140
"chr5:145412039-145412336",124,5,116,13,9,101
"chr5:146026166-146026309",17,3,6,17,16,18
"chr5:147193354-147193502",25,5,10,18,5,15
"chr5:147214884-147215259",85,21,27,72,38,44
"chr5:147310047-147310239",47,1,19,7,3,27
"chr5:147575827-147576044",46,3,11,4,3,23
"chr5:147639820-147639990",29,1,6,3,1,18
"chr5:147640816-147641020",47,1,10,11,1,31
"chr5:147685508-147685813",117,4,45,23,16,68
"chr5:148114209-148114378",12,2,6,14,11,12
"chr5:148862278-148862563",82,4,40,28,10,41
"chr5:149189955-149190237",85,10,60,15,7,50
"chr5:149237135-149237407",76,9,79,6,4,40
"chr5:149249934-149250098",36,6,17,28,7,28
"chr5:149257637-149258328",299,15,210,46,22,210
"chr5:149317184-149317425",46,8,23,19,7,20
"chr5:149774669-149774810",22,13,24,12,6,15
"chr5:149995568-149995890",81,11,67,26,15,37
"chr5:150455342-150455573",43,3,34,8,5,14
"chr5:150458352-150458535",55,4,37,3,4,30
"chr5:150536988-150537357",43,9,46,29,6,31
"chr5:150537505-150537864",56,7,60,21,8,36
"chr5:150594874-150595175",119,8,80,27,13,69
"chr5:151072008-151072263",46,6,17,27,10,36
"chr5:151159259-151159675",52,7,25,22,9,41
"chr5:151164616-151164826",41,10,25,23,11,31
"chr5:151466444-151466644",48,3,28,10,7,21
"chr5:151496539-151496733",31,2,22,9,1,22
"chr5:151524218-151524506",126,7,100,15,8,85
"chr5:151560642-151560820",25,8,14,21,17,17
"chr5:151572911-151573197",123,9,56,26,17,84
"chr5:151665489-151666027",104,5,74,18,11,75
"chr5:151668390-151668778",117,6,57,16,11,73
"chr5:153635026-153635258",36,3,8,11,1,19
"chr5:153676184-153676651",111,14,97,47,19,65
"chr5:153738874-153739056",36,5,25,16,6,25
"chr5:153896761-153896956",34,1,27,5,2,19
"chr5:153898987-153899293",74,13,45,26,11,35
"chr5:153963436-153963642",44,3,26,18,2,23
"chr5:153976681-153976869",37,7,22,19,5,20
"chr5:154080687-154081142",164,29,95,92,52,99
"chr5:154092346-154092508",32,1,20,14,3,20
"chr5:154135746-154136021",127,3,94,30,13,60
"chr5:154209405-154209759",181,18,133,74,22,92
"chr5:154222500-154222978",195,19,68,84,45,119
"chr5:154448143-154448714",297,13,224,62,29,222
"chr5:154667282-154667497",43,2,16,3,2,26
"chr5:154722597-154722773",53,5,23,10,8,29
"chr5:154973957-154974126",28,4,4,20,11,8
"chr5:156147615-156147812",13,6,5,20,13,16
"chr5:156896182-156896348",33,12,12,22,9,21
"chr5:157172087-157172242",44,2,13,15,9,29
"chr5:157339962-157340271",96,28,89,66,29,64
"chr5:157819722-157820004",67,11,34,54,32,34
"chr5:157892633-157892810",28,5,20,9,2,17
"chr5:158602662-158602910",47,4,23,18,7,38
"chr5:159376621-159376839",79,5,45,3,2,42
"chr5:159596943-159597181",101,9,59,17,7,58
"chr5:159714609-159714934",94,17,55,36,11,47
"chr5:159887745-159887963",23,9,7,30,18,10
"chr5:161958054-161958199",4,1,1,1,1,1
"chr5:162126456-162126689",25,4,6,50,6,10
"chr5:162279263-162279444",21,11,8,34,7,21
"chr5:162531619-162531765",22,13,21,22,13,24
"chr5:163945063-163945349",51,2,9,23,3,20
"chr5:165915624-165915761",30,1,15,8,1,16
"chr5:166021677-166021985",36,8,6,38,7,22
"chr5:166098918-166099178",77,7,26,15,5,47
"chr5:166215180-166215715",116,10,37,40,21,56
"chr5:167135571-167135748",21,10,17,23,9,19
"chr5:167351462-167351708",23,12,9,29,6,16
"chr5:167715323-167715512",23,7,16,25,9,16
"chr5:167723872-167724130",84,5,52,12,6,52
"chr5:167743156-167743801",339,79,357,204,119,252
"chr5:168019051-168019327",47,6,18,38,12,32
"chr5:168027456-168027713",58,12,26,17,11,34
"chr5:168497449-168497754",77,5,10,29,12,59
"chr5:168525840-168526059",50,9,26,12,6,32
"chr5:168526642-168526942",49,5,51,13,9,29
"chr5:168645957-168646186",33,6,39,23,9,27
"chr5:169578458-169578596",48,9,30,28,11,23
"chr5:169734613-169734759",27,4,18,16,4,22
"chr5:170176928-170177124",46,12,27,31,10,19
"chr5:170864176-170864461",70,11,54,40,12,42
"chr5:170902739-170902962",73,5,16,36,3,42
"chr5:171614116-171614295",33,8,28,19,9,9
"chr5:171662605-171662873",110,9,33,27,11,56
"chr5:171782186-171782397",48,10,42,37,19,33
"chr5:172331713-172332157",97,9,102,37,15,48
"chr5:172478776-172478913",32,2,18,22,3,24
"chr5:172718912-172719435",255,14,186,14,12,157
"chr5:172726179-172726574",82,12,86,26,12,55
"chr5:172729561-172729737",44,11,28,19,12,27
"chr5:172880035-172880641",325,21,218,55,32,232
"chr5:172881387-172881596",58,3,32,8,2,44
"chr5:172882105-172882617",234,6,225,16,16,160
"chr5:172882703-172883023",115,3,66,10,5,84
"chr5:172899513-172900259",490,20,461,46,17,369
"chr5:172932941-172933398",96,8,76,14,7,81
"chr5:172937260-172937426",44,1,13,6,2,29
"chr5:172960014-172960206",31,5,30,3,3,18
"chr5:172962342-172963407",610,84,465,255,157,441
"chr5:172982077-172982539",238,20,216,41,19,165
"chr5:172989226-172989364",30,3,12,9,7,19
"chr5:172990354-172990567",55,4,28,18,4,39
"chr5:172992611-172993001",173,12,103,19,13,99
"chr5:173017983-173018570",270,20,254,40,17,206
"chr5:173069273-173069669",53,6,59,24,4,29
"chr5:173100559-173100736",32,6,35,9,5,18
"chr5:173146648-173147068",91,17,82,51,27,63
"chr5:173180448-173180794",64,14,56,30,14,40
"chr5:173193421-173193749",106,15,88,56,22,86
"chr5:173195038-173195189",41,9,26,21,4,21
"chr5:173251094-173251406",69,14,64,49,22,57
"chr5:173256755-173257003",78,3,54,8,1,47
"chr5:173268403-173268620",34,4,24,10,1,10
"chr5:173315298-173315439",15,6,14,17,10,11
"chr5:173574070-173574419",77,13,55,26,15,55
"chr5:173888299-173888684",49,20,29,66,35,39
"chr5:173909603-173909876",45,5,34,10,7,21
"chr5:173910342-173910844",256,21,249,47,16,177
"chr5:174069887-174070086",37,16,22,31,11,17
"chr5:174442114-174442451",103,10,48,24,13,53
"chr5:174688267-174688516",68,8,51,17,9,24
"chr5:174727220-174727386",45,4,27,18,5,34
"chr5:174847011-174847151",22,3,14,26,4,15
"chr5:174986982-174987368",55,10,31,63,26,35
"chr5:175206125-175206350",51,5,50,14,3,26
"chr5:175322820-175323031",30,8,29,9,9,16
"chr5:175335515-175335976",72,6,62,31,7,22
"chr5:175341339-175341640",11,1,13,13,3,4
"chr5:175349211-175349435",56,21,18,56,23,36
"chr5:175779209-175779729",121,21,66,68,28,78
"chr5:175842850-175843049",54,6,42,22,7,32
"chr5:175845382-175845687",102,17,69,52,17,68
"chr5:176040812-176041092",63,6,54,20,11,39
"chr5:176272074-176272332",60,6,66,8,1,21
"chr5:176273727-176274010",105,8,87,15,13,55
"chr5:176414071-176414296",34,4,31,8,3,18
"chr5:176536902-176537225",74,10,53,9,4,58
"chr5:176655844-176656026",17,7,10,27,3,14
"chr5:176728953-176729150",39,5,28,18,5,26
"chr5:176731496-176731696",56,9,34,13,3,34
"chr5:176738472-176738666",58,6,39,29,7,25
"chr5:176854491-176854763",48,16,39,38,13,28
"chr5:176895791-176895953",42,7,36,10,5,24
"chr5:177019104-177019240",32,7,19,25,9,13
"chr5:177357241-177357890",37,9,44,15,8,19
"chr5:177366254-177366422",7,4,13,16,4,9
"chr5:177505224-177505690",170,30,148,83,39,104
"chr5:177507836-177508006",57,12,51,15,6,42
"chr5:177508576-177509217",222,38,185,117,50,144
"chr5:177543313-177543751",260,36,250,104,48,196
"chr5:177871679-177871846",23,2,19,23,9,13
"chr5:178057610-178057801",73,11,19,37,10,40
"chr5:178560064-178560220",32,10,27,13,4,20
"chr5:178625867-178626191",57,8,40,11,4,25
"chr5:178955512-178955724",34,10,32,18,12,12
"chr5:179222329-179222546",35,7,34,21,11,32
"chr5:179512316-179512459",37,12,19,21,11,19
"chr5:179943137-179943323",29,5,26,12,12,18
"chr5:180619076-180619215",28,10,26,16,7,22
"chr5:180832560-180832696",1,1,1,1,1,1
"chr5:180888841-180889039",1,1,1,1,1,1
"chr6:200482-200613",29,11,16,28,10,13
"chr6:379338-379684",114,13,102,43,18,80
"chr6:1271782-1271923",23,6,19,14,7,13
"chr6:1411372-1411557",21,9,15,23,9,18
"chr6:1608991-1609259",49,8,28,10,6,22
"chr6:1613787-1614276",120,12,68,25,17,84
"chr6:1767853-1768059",29,5,12,6,6,14
"chr6:1833005-1833249",86,8,52,42,16,52
"chr6:2040831-2041117",80,5,29,17,3,56
"chr6:2162287-2162404",24,3,1,4,3,14
"chr6:2820278-2820564",54,2,42,10,5,31
"chr6:2864112-2864418",80,4,54,9,8,58
"chr6:2875644-2875841",34,6,31,26,13,16
"chr6:2971689-2972143",71,15,56,29,18,34
"chr6:2982708-2982959",82,2,67,15,5,56
"chr6:3226800-3227301",189,20,163,56,24,123
"chr6:3419002-3419355",62,15,31,46,24,37
"chr6:3506500-3506657",46,9,29,26,13,30
"chr6:3565552-3565835",95,13,52,30,24,55
"chr6:3660723-3660930",61,9,51,17,9,36
"chr6:3664953-3665331",86,22,69,51,21,72
"chr6:3670157-3670414",90,17,60,27,14,45
"chr6:3718430-3718784",119,13,74,17,8,75
"chr6:3870188-3870508",58,6,28,40,11,34
"chr6:3913863-3914118",42,11,24,33,16,25
"chr6:4256916-4257463",169,14,93,38,15,105
"chr6:4357948-4358158",67,10,42,32,12,44
"chr6:4358966-4359223",59,9,36,27,11,33
"chr6:4476085-4476377",92,8,30,28,10,61
"chr6:4478812-4479018",29,6,13,19,9,11
"chr6:4489780-4490181",116,24,65,105,59,95
"chr6:4490343-4490621",88,15,60,30,17,50
"chr6:4491958-4492230",58,11,27,29,14,41
"chr6:4493933-4494242",44,7,12,23,20,27
"chr6:4582924-4583337",70,9,19,19,5,44
"chr6:4645194-4645382",15,6,13,18,12,14
"chr6:4688362-4688530",19,1,10,9,13,11
"chr6:4803650-4803928",38,6,26,4,5,25
"chr6:4865313-4865492",38,4,22,22,6,27
"chr6:5867147-5867338",42,15,21,35,18,25
"chr6:6321255-6321465",51,6,52,8,4,33
"chr6:6678625-6678876",43,3,47,20,4,22
"chr6:6687536-6687746",37,8,37,22,16,17
"chr6:6703969-6704390",191,13,173,24,19,139
"chr6:6740153-6740386",52,6,51,5,5,39
"chr6:6748811-6749041",47,10,36,17,6,26
"chr6:6825460-6825718",60,2,56,9,3,32
"chr6:6857173-6857438",75,12,58,21,12,42
"chr6:6861243-6861496",76,10,50,9,4,45
"chr6:7062727-7062919",36,1,19,4,6,25
"chr6:7198309-7198725",118,3,70,6,5,73
"chr6:7218557-7218774",30,5,4,24,17,21
"chr6:7249000-7249212",45,8,38,12,4,21
"chr6:7259281-7259478",54,2,29,14,5,28
"chr6:7418029-7418165",39,7,11,12,6,19
"chr6:7418488-7418852",123,16,98,64,36,102
"chr6:7419306-7419649",119,25,60,50,30,83
"chr6:7463959-7464307",164,4,140,36,10,108
"chr6:7480160-7480559",89,9,65,15,12,46
"chr6:7494129-7494435",80,7,51,7,1,35
"chr6:7543361-7543548",32,10,30,15,11,19
"chr6:7554227-7554446",42,9,26,33,13,24
"chr6:7561542-7562211",152,37,97,87,36,96
"chr6:7580829-7580992",47,7,25,21,11,19
"chr6:7779383-7779556",32,11,30,19,13,20
"chr6:7907278-7907837",150,6,116,15,8,89
"chr6:7914633-7914837",37,9,22,18,12,30
"chr6:7969153-7969423",52,8,25,14,5,39
"chr6:7969632-7970069",171,15,74,66,25,91
"chr6:7973746-7973959",29,4,38,14,6,19
"chr6:7975299-7975600",75,19,59,37,14,39
"chr6:7992728-7993104",159,15,42,51,36,102
"chr6:8083363-8083550",33,1,16,5,5,20
"chr6:9248505-9248680",26,2,30,8,4,22
"chr6:9497160-9497485",136,8,77,25,13,98
"chr6:9584353-9584536",26,7,7,22,9,18
"chr6:10127576-10127783",38,4,10,23,8,23
"chr6:10314677-10315066",69,12,42,40,18,48
"chr6:10383771-10384140",72,16,63,38,15,27
"chr6:10419840-10420028",43,9,33,15,5,29
"chr6:10521495-10521735",36,5,20,29,13,24
"chr6:10598494-10598893",183,15,110,30,15,103
"chr6:10859222-10859526",114,8,32,11,7,77
"chr6:11045918-11046098",46,3,16,8,3,26
"chr6:11047001-11047382",169,9,79,24,8,121
"chr6:11053667-11054047",99,2,50,6,6,54
"chr6:11067593-11067945",115,6,75,22,10,79
"chr6:11167247-11167400",35,3,19,4,6,19
"chr6:11230087-11230254",45,4,9,17,9,22
"chr6:11288276-11288421",31,5,20,16,7,26
"chr6:11305482-11305654",46,2,14,8,4,20
"chr6:11390223-11390521",88,20,31,64,30,59
"chr6:12014362-12014583",58,8,28,31,15,39
"chr6:12035071-12035364",71,17,27,70,36,44
"chr6:12324533-12324780",60,12,27,42,14,34
"chr6:12331620-12331976",70,10,44,44,14,47
"chr6:12332158-12332484",103,8,54,52,24,71
"chr6:12344001-12344358",93,16,91,42,20,58
"chr6:12371913-12372279",116,8,30,34,9,70
"chr6:12372653-12372974",56,4,51,18,9,50
"chr6:12383735-12384010",48,6,33,9,4,21
"chr6:12416575-12416719",27,1,8,4,3,12
"chr6:12492588-12492965",84,16,41,66,22,48
"chr6:12642795-12642960",28,4,9,10,2,18
"chr6:12816591-12816798",39,8,9,24,11,28
"chr6:12844639-12844886",109,6,47,15,17,52
"chr6:12845596-12845794",16,6,23,16,6,13
"chr6:12927222-12927501",118,4,66,9,5,92
"chr6:13148136-13148259",25,3,11,13,4,14
"chr6:13149095-13149460",112,5,57,3,2,56
"chr6:13455903-13456072",36,1,28,4,4,27
"chr6:13632345-13632529",18,3,2,11,6,7
"chr6:13725907-13726087",55,6,31,23,13,29
"chr6:13747902-13748122",61,2,31,9,3,40
"chr6:14040357-14040538",28,5,7,27,6,12
"chr6:14664909-14665141",39,3,26,8,4,23
"chr6:14733253-14733560",132,10,88,16,15,80
"chr6:14763939-14764096",29,4,14,13,7,31
"chr6:14930592-14930923",72,7,30,7,6,30
"chr6:14950527-14950743",58,6,38,1,1,21
"chr6:15022888-15023088",39,1,21,6,1,19
"chr6:15027126-15027390",44,4,30,10,9,24
"chr6:15036845-15037457",385,35,372,98,41,314
"chr6:15065900-15066215",98,8,75,38,15,70
"chr6:15079366-15079556",46,1,24,15,1,34
"chr6:15090256-15090678",209,22,180,37,24,147
"chr6:15251697-15251920",39,7,36,21,15,23
"chr6:15409840-15410047",41,5,15,28,11,28
"chr6:15456819-15457026",59,6,16,27,12,43
"chr6:15761385-15761571",42,7,12,26,6,19
"chr6:15817311-15817777",174,11,145,35,10,94
"chr6:15908438-15908629",28,11,17,20,11,19
"chr6:16130818-16131161",64,23,31,63,26,26
"chr6:16163160-16163433",48,7,41,2,6,49
"chr6:16168420-16168791",90,19,65,68,26,67
"chr6:16684024-16684228",58,6,52,14,5,32
"chr6:16742553-16742720",31,3,27,13,5,24
"chr6:16755239-16755507",51,20,12,60,26,47
"chr6:16766279-16766793",226,22,134,103,52,182
"chr6:16769540-16769925",61,10,28,24,11,43
"chr6:16794109-16794362",9,4,5,32,1,12
"chr6:16849661-16849973",86,16,18,43,11,33
"chr6:17371508-17371674",13,6,5,27,9,17
"chr6:17389433-17389980",342,48,292,161,82,261
"chr6:17472957-17473944",270,10,120,47,19,178
"chr6:17722152-17722327",22,4,17,27,15,17
"chr6:17905090-17905305",51,3,22,9,6,28
"chr6:18051998-18052192",40,2,15,18,5,19
"chr6:18053900-18054078",41,3,16,19,4,27
"chr6:18055894-18056396",193,12,127,38,24,132
"chr6:18405705-18406075",26,10,10,50,24,14
"chr6:18425534-18425691",46,8,25,22,11,27
"chr6:18493954-18494128",42,15,19,22,20,27
"chr6:18865369-18865628",73,4,21,3,3,45
"chr6:19026423-19026771",166,33,56,104,45,107
"chr6:19042728-19043025",75,8,30,23,7,48
"chr6:19044099-19044275",42,1,8,5,1,30
"chr6:19527140-19527488",55,7,29,30,13,31
"chr6:19538356-19538682",66,15,71,29,12,36
"chr6:19839120-19839427",36,4,31,25,10,19
"chr6:20086451-20086613",30,3,18,7,5,20
"chr6:20200918-20201339",165,25,137,60,29,116
"chr6:20203012-20203306",61,6,27,33,12,32
"chr6:20210332-20210929",330,20,283,60,30,233
"chr6:20694036-20694278",64,1,49,7,1,33
"chr6:20720325-20720496",14,8,4,12,12,20
"chr6:20740896-20741283",94,11,36,77,14,54
"chr6:20877635-20877844",63,5,49,31,12,38
"chr6:21111665-21111870",52,8,16,24,16,29
"chr6:21403532-21403722",41,6,10,6,3,26
"chr6:21590665-21590881",22,10,4,38,16,14
"chr6:21738571-21739355",341,49,192,164,100,241
"chr6:22007328-22007578",106,9,36,21,11,79
"chr6:22141538-22141820",40,8,18,29,16,26
"chr6:22249184-22249362",34,5,5,28,11,24
"chr6:22519565-22519788",20,5,7,34,13,21
"chr6:22603333-22603493",11,6,7,23,3,15
"chr6:23584427-23584661",73,3,30,7,1,39
"chr6:23612035-23612262",50,5,50,7,4,23
"chr6:23692492-23692764",33,11,12,42,10,34
"chr6:23729062-23729312",63,14,52,45,16,43
"chr6:24005040-24005165",41,12,31,38,14,24
"chr6:24306838-24307197",99,6,43,42,13,77
"chr6:24313750-24313969",37,8,38,20,5,22
"chr6:24324239-24324497",119,9,31,32,18,75
"chr6:24341330-24341804",114,22,37,91,38,80
"chr6:24350348-24350549",69,4,33,16,3,55
"chr6:24586270-24586442",50,3,24,5,1,33
"chr6:25105693-25106045",45,5,14,25,10,35
"chr6:25116852-25116989",28,1,5,2,3,14
"chr6:25194457-25194927",205,17,176,43,38,154
"chr6:25425015-25425239",20,4,10,27,21,11
"chr6:25470024-25470339",34,19,22,56,27,23
"chr6:25992195-25992363",31,9,24,23,8,7
"chr6:26296183-26296501",126,11,93,43,12,84
"chr6:26856829-26857082",3,1,1,1,1,1
"chr6:27266432-27266650",20,4,13,19,10,12
"chr6:27636325-27636483",20,2,16,12,11,18
"chr6:28889816-28890027",39,13,33,28,13,20
"chr6:28907700-28907887",22,4,9,33,14,20
"chr6:30063346-30063571",41,7,25,19,6,20
"chr6:30084623-30084929",16,1,15,52,28,12
"chr6:30533647-30533844",38,7,25,34,8,26
"chr6:30558788-30559098",36,10,18,39,15,28
"chr6:30710509-30710843",50,14,53,23,11,22
"chr6:30719285-30719705",179,18,204,43,14,134
"chr6:30758651-30759019",85,7,50,23,10,45
"chr6:31137250-31138014",221,27,151,90,47,106
"chr6:31157089-31157289",27,3,11,21,11,18
"chr6:31477757-31478152",173,26,121,97,50,114
"chr6:31602529-31602716",25,11,24,32,9,10
"chr6:31970448-31970607",1,1,1,1,1,1
"chr6:32078422-32078618",32,6,48,7,3,30
"chr6:32135104-32135457",109,12,98,46,18,75
"chr6:32522073-32522331",59,6,47,7,7,36
"chr6:32527462-32527816",65,12,60,50,23,45
"chr6:32530817-32531051",56,12,22,45,20,28
"chr6:32534628-32535081",197,36,162,126,31,122
"chr6:32839339-32839610",26,5,21,55,13,14
"chr6:33195502-33195681",31,7,17,20,15,14
"chr6:33325252-33325494",51,6,30,7,6,31
"chr6:33684977-33685428",187,33,145,93,50,115
"chr6:33700788-33701166",64,8,59,22,12,36
"chr6:33726858-33727311",68,5,69,22,9,40
"chr6:33740245-33740464",55,4,43,6,3,28
"chr6:33784699-33784950",95,7,75,8,5,52
"chr6:33864537-33865141",295,15,226,55,17,221
"chr6:33900890-33901196",86,1,56,12,8,52
"chr6:34067304-34067505",48,5,43,4,3,40
"chr6:34117191-34117528",108,12,97,19,10,59
"chr6:34287461-34287630",47,9,27,29,8,27
"chr6:34301842-34301994",42,1,26,11,4,23
"chr6:34504413-34504720",62,13,57,38,10,30
"chr6:34513812-34514027",25,14,28,42,16,24
"chr6:34518654-34518977",146,19,141,36,14,100
"chr6:34520963-34521218",81,12,65,20,15,60
"chr6:34687911-34688165",34,7,14,19,10,29
"chr6:35140988-35141257",71,7,58,18,7,51
"chr6:35153073-35153409",89,11,82,31,13,46
"chr6:35227272-35227509",30,9,35,18,5,20
"chr6:35272186-35272443",71,5,51,16,7,49
"chr6:35280552-35280727",35,7,21,5,5,37
"chr6:35370364-35370658",91,7,82,10,5,62
"chr6:35512903-35513164",44,8,34,11,7,17
"chr6:35695871-35696108",40,11,30,34,14,21
"chr6:35750266-35750515",82,2,69,16,4,43
"chr6:35893789-35894115",56,13,63,23,9,42
"chr6:35897509-35897646",27,5,12,24,3,20
"chr6:36086143-36086737",253,15,258,25,13,198
"chr6:36302770-36303019",42,9,23,27,10,27
"chr6:36398217-36398427",34,4,15,18,9,33
"chr6:36519176-36519387",29,1,24,2,3,22
"chr6:36561407-36561667",43,13,44,23,8,27
"chr6:36584615-36585338",326,74,317,194,71,235
"chr6:36723425-36723702",98,14,80,49,14,60
"chr6:36752147-36752288",27,4,27,7,3,26
"chr6:36842293-36842508",25,8,25,22,16,11
"chr6:37039619-37039770",24,10,29,15,5,21
"chr6:37071036-37071350",112,21,106,43,19,63
"chr6:37132399-37132745",101,17,75,32,14,60
"chr6:37441241-37441444",33,2,33,14,5,21
"chr6:37537663-37538027",129,11,122,14,8,69
"chr6:37606661-37606902",63,2,50,15,5,34
"chr6:37727059-37727325",48,11,31,16,10,25
"chr6:38209109-38209279",40,4,10,6,1,21
"chr6:38229430-38229731",152,11,123,22,16,108
"chr6:38359040-38359281",46,5,14,26,6,31
"chr6:38404865-38405165",98,4,72,9,3,54
"chr6:38411648-38411846",48,4,29,7,2,23
"chr6:38450380-38450600",40,6,10,26,8,23
"chr6:38760177-38760402",42,4,18,8,10,18
"chr6:39137394-39137630",44,7,31,23,11,19
"chr6:39219278-39219514",41,2,32,9,1,18
"chr6:39234589-39234955",158,11,70,57,26,103
"chr6:39237717-39238073",240,59,180,156,94,183
"chr6:39242461-39242954",171,16,116,39,10,118
"chr6:39243265-39243549",65,4,35,16,7,27
"chr6:39285045-39285276",45,3,32,5,2,28
"chr6:39891257-39891502",64,9,49,35,8,42
"chr6:40315411-40315583",30,6,28,10,4,25
"chr6:40358325-40358481",35,1,20,8,2,15
"chr6:40364290-40364706",118,25,101,78,36,62
"chr6:40489330-40489602",69,4,67,10,8,37
"chr6:40676347-40676528",50,11,37,40,10,29
"chr6:40685720-40685895",42,2,6,6,5,19
"chr6:40875272-40875459",45,8,31,22,5,26
"chr6:40990138-40990347",31,4,14,26,14,20
"chr6:41424787-41424952",185,18,158,71,21,110
"chr6:41427477-41427833",142,25,104,68,37,95
"chr6:41504675-41504910",43,18,31,18,9,33
"chr6:41735231-41735487",50,8,33,19,13,24
"chr6:42104967-42105456",118,6,82,33,19,58
"chr6:42114973-42115300",88,13,67,47,16,55
"chr6:42626551-42626714",20,5,3,26,10,17
"chr6:42712892-42713047",20,14,15,15,16,6
"chr6:43235420-43235713",63,18,65,41,16,43
"chr6:43302879-43303255",92,14,39,53,20,70
"chr6:43457617-43457877",43,6,52,18,8,23
"chr6:43459767-43460277",176,8,161,22,8,97
"chr6:43597042-43597231",23,24,25,32,11,15
"chr6:43645058-43645240",31,1,20,6,1,22
"chr6:43670542-43670834",47,5,40,14,5,26
"chr6:43682077-43682400",137,3,99,27,11,84
"chr6:43716586-43716812",15,6,8,28,16,10
"chr6:43766548-43766880",68,22,60,24,8,43
"chr6:43772334-43772680",131,24,102,52,26,81
"chr6:43878599-43878764",28,1,26,4,1,19
"chr6:44026271-44026538",68,15,55,43,12,40
"chr6:44078057-44078443",229,14,211,37,20,157
"chr6:44124193-44124665",193,31,164,84,25,109
"chr6:44432358-44432564",31,3,30,7,7,19
"chr6:44629077-44629357",52,10,21,22,12,36
"chr6:44629527-44629665",33,6,8,14,8,19
"chr6:44826797-44826987",26,7,7,29,16,22
"chr6:45503674-45503931",35,11,18,36,19,28
"chr6:45522477-45522725",74,14,22,47,13,56
"chr6:45643427-45643791",157,8,135,17,11,93
"chr6:45678334-45678654",53,6,54,36,16,36
"chr6:45688563-45688890",91,9,73,16,5,54
"chr6:45695584-45695825",59,6,49,13,5,35
"chr6:46766678-46766914",75,3,36,25,11,56
"chr6:46789426-46789600",30,7,21,20,10,28
"chr6:46882158-46882398",41,5,12,16,5,27
"chr6:46942606-46942805",56,5,17,9,4,42
"chr6:47427976-47428145",38,4,17,13,8,25
"chr6:48091974-48092123",12,4,8,10,7,6
"chr6:48884157-48884473",64,12,25,65,28,42
"chr6:49508348-49508626",65,2,21,3,1,47
"chr6:49509749-49510065",120,8,39,27,12,86
"chr6:49520375-49520621",53,3,12,6,1,30
"chr6:49521863-49522035",38,1,10,13,3,23
"chr6:49524362-49524544",36,1,13,6,3,21
"chr6:49590504-49590716",14,1,17,16,12,6
"chr6:49635781-49636180",41,11,15,50,14,33
"chr6:49770055-49770270",33,12,6,44,11,26
"chr6:49816938-49817120",33,6,26,21,13,12
"chr6:49904437-49904581",34,1,16,3,1,28
"chr6:49932412-49932649",24,3,9,40,8,15
"chr6:51336133-51336283",33,4,14,12,5,21
"chr6:51337093-51337386",35,8,6,61,11,23
"chr6:51338022-51338219",43,10,8,17,9,27
"chr6:51911176-51911407",53,6,17,12,10,32
"chr6:52416301-52416551",48,10,49,21,10,25
"chr6:52431780-52432127",87,15,67,35,11,45
"chr6:52476728-52476915",50,5,28,23,12,43
"chr6:52590687-52590897",21,7,7,28,4,17
"chr6:52610501-52610734",74,1,15,14,3,43
"chr6:52741249-52741512",49,14,17,33,14,29
"chr6:52783056-52783332",66,15,41,33,14,39
"chr6:52876851-52877194",67,8,16,18,19,33
"chr6:52998698-52998927",55,3,48,10,2,30
"chr6:53080841-53081040",50,1,17,6,2,33
"chr6:53101429-53101635",44,3,14,5,3,25
"chr6:53191524-53191855",71,4,52,21,10,38
"chr6:53329693-53330115",203,24,165,88,44,141
"chr6:53330532-53330888",86,11,53,10,6,45
"chr6:53365102-53365227",38,5,18,26,9,21
"chr6:53879438-53879653",27,3,16,7,4,22
"chr6:54415136-54415301",23,4,7,21,11,12
"chr6:54588508-54589023",116,12,57,43,12,82
"chr6:54630888-54631099",70,4,30,14,8,36
"chr6:54727168-54727305",30,8,18,23,12,17
"chr6:54729183-54729367",29,5,5,6,1,27
"chr6:54729972-54730375",138,5,46,25,11,80
"chr6:54738563-54738758",19,7,11,25,2,24
"chr6:54739144-54739355",48,1,17,13,3,21
"chr6:54744041-54744310",69,7,28,33,11,32
"chr6:54881169-54881478",96,3,39,14,6,53
"chr6:54939057-54939267",28,5,4,26,14,9
"chr6:55504092-55504276",22,7,7,30,11,17
"chr6:55623425-55623664",71,12,24,33,8,48
"chr6:55687141-55687333",34,11,12,36,23,22
"chr6:55692610-55692888",35,8,11,30,12,19
"chr6:55747535-55747835",63,6,21,41,21,28
