"","1a","1b","2a","2b","3b","3a"
"chr6:155495837-155496197",124,51,108,133,66,83
"chr6:155498547-155498850",83,25,33,127,55,65
"chr6:155569521-155569915",151,63,114,175,98,95
"chr6:155587368-155587577",44,16,34,53,23,40
"chr6:155589295-155589578",120,42,35,123,74,74
"chr6:155648635-155649012",109,50,43,141,84,64
"chr6:155661622-155661834",61,17,33,54,19,35
"chr6:155702152-155702372",51,20,42,60,19,37
"chr6:155851455-155851724",115,34,39,126,73,78
"chr6:155902113-155902325",43,9,23,55,29,44
"chr6:156086792-156087031",89,24,29,92,34,54
"chr6:156153805-156153965",44,16,17,43,11,35
"chr6:156423298-156423595",106,44,72,111,40,75
"chr6:156497277-156497550",107,56,81,120,64,64
"chr6:156604316-156604498",29,11,16,44,16,31
"chr6:156681141-156681374",59,8,41,48,22,37
"chr6:156731883-156732057",22,7,14,42,16,27
"chr6:156885450-156885927",172,103,185,228,134,144
"chr6:156911737-156911891",58,18,37,47,19,28
"chr6:156983042-156983512",207,95,215,226,118,134
"chr6:157007812-157007972",35,6,23,31,8,20
"chr6:157073733-157074040",189,37,168,105,42,141
"chr6:157099000-157099168",23,5,16,24,5,15
"chr6:157100321-157100589",36,12,29,42,13,22
"chr6:157187421-157187604",34,19,36,37,13,37
"chr6:157197421-157197797",125,43,110,130,58,78
"chr6:157254637-157254815",40,5,20,26,13,20
"chr6:157342514-157343015",101,38,85,82,27,49
"chr6:157355654-157355953",86,23,26,95,31,59
"chr6:157367028-157367305",116,28,36,134,83,73
"chr6:157460486-157460756",71,22,67,68,41,46
"chr6:157505386-157506037",245,89,223,261,153,173
"chr6:157542436-157542600",28,8,25,28,7,12
"chr6:157548864-157549231",81,27,56,74,43,59
"chr6:157695608-157696124",217,86,182,226,112,129
"chr6:157702650-157702954",134,36,90,104,47,84
"chr6:157735763-157736138",189,58,92,221,138,128
"chr6:157744503-157744711",34,15,30,34,12,25
"chr6:157745071-157745324",58,22,64,51,20,40
"chr6:157755974-157756284",92,28,68,112,53,72
"chr6:157760526-157760799",101,24,69,98,38,62
"chr6:157802802-157803161",55,27,43,70,21,34
"chr6:158017051-158017231",40,6,10,22,6,22
"chr6:158018578-158019143",195,68,187,196,100,118
"chr6:158065478-158065760",125,32,97,78,42,93
"chr6:158088235-158088624",144,63,114,196,121,99
"chr6:158135147-158135349",55,20,36,44,21,36
"chr6:158177630-158178060",183,77,158,189,95,125
"chr6:158181366-158181522",29,6,18,13,13,19
"chr6:158244139-158244285",24,6,12,23,9,10
"chr6:158244900-158245054",24,8,19,20,4,15
"chr6:158294754-158295269",176,82,152,201,128,139
"chr6:158326731-158326902",35,12,17,32,17,15
"chr6:158332376-158332588",44,6,27,32,14,26
"chr6:158368251-158368595",175,64,133,152,75,127
"chr6:158402348-158403099",238,65,186,190,109,137
"chr6:158403935-158404171",68,23,61,79,41,53
"chr6:158410681-158410839",23,9,20,29,10,10
"chr6:158470680-158470959",143,30,122,52,15,90
"chr6:158493143-158493533",153,66,141,158,89,110
"chr6:158553047-158553299",94,32,43,104,48,52
"chr6:158564793-158565034",60,22,36,53,28,30
"chr6:158626372-158626775",102,21,80,91,57,63
"chr6:158635208-158635566",145,53,113,159,91,91
"chr6:158641843-158642206",163,95,157,159,112,128
"chr6:158647727-158647924",37,9,33,34,16,31
"chr6:158808192-158808352",37,8,13,37,17,22
"chr6:158865313-158865493",38,7,11,24,8,33
"chr6:158889747-158889954",53,10,39,34,20,33
"chr6:158917825-158918081",72,27,65,71,27,51
"chr6:158927688-158927993",94,16,74,80,37,62
"chr6:158939597-158939915",128,34,86,121,76,81
"chr6:158981511-158981794",46,14,33,38,17,22
"chr6:158986626-158986895",90,20,81,91,36,60
"chr6:159016310-159016564",74,27,52,80,42,29
"chr6:159026346-159026692",119,52,93,122,68,89
"chr6:159050383-159050627",80,22,58,79,33,48
"chr6:159081274-159081682",159,54,137,170,85,103
"chr6:159082278-159082486",47,12,27,31,17,25
"chr6:159112457-159112665",114,31,65,140,82,100
"chr6:159125141-159125744",255,136,264,264,146,171
"chr6:159127489-159127745",89,22,83,76,41,56
"chr6:159139470-159139877",169,68,151,164,80,116
"chr6:159214502-159214719",70,29,28,89,39,50
"chr6:159220286-159220490",84,19,70,49,30,65
"chr6:159229649-159229837",36,10,20,38,9,18
"chr6:159239346-159239466",26,5,22,13,5,6
"chr6:159379850-159380112",98,31,70,88,38,58
"chr6:159393461-159393678",38,9,11,62,30,23
"chr6:159421066-159421372",46,13,45,38,18,17
"chr6:159429649-159429908",86,29,42,93,43,58
"chr6:159463484-159464013",211,94,200,241,153,145
"chr6:159525036-159525489",194,88,211,189,119,149
"chr6:159531018-159531398",101,31,81,120,61,60
"chr6:159546104-159546345",75,23,73,89,56,45
"chr6:159555729-159556132",181,89,163,209,120,143
"chr6:159572222-159572746",167,61,132,182,126,110
"chr6:159595252-159595703",205,95,214,205,139,139
"chr6:159638520-159638900",158,47,142,153,75,102
"chr6:159673885-159674557",192,66,119,181,96,123
"chr6:159732768-159732951",64,22,37,57,26,43
"chr6:159884484-159884817",123,32,83,157,65,85
"chr6:159961284-159961494",35,12,40,32,20,19
"chr6:160006184-160006308",20,8,4,19,16,15
"chr6:160030001-160030386",185,65,130,163,109,114
"chr6:160054272-160054561",117,40,75,117,57,73
"chr6:160075658-160075863",57,23,17,94,48,38
"chr6:160112224-160112614",114,27,47,126,58,65
"chr6:160141717-160141942",67,32,41,107,43,58
"chr6:160179654-160179825",44,16,23,26,9,24
"chr6:160254060-160254226",42,12,24,40,21,33
"chr6:160263063-160263409",102,25,32,97,58,69
"chr6:160273992-160274233",68,24,23,68,29,33
"chr6:160284361-160284600",90,34,34,90,55,53
"chr6:160362788-160363146",121,45,52,112,69,83
"chr6:160462672-160462853",31,9,16,25,13,20
"chr6:160493423-160493733",102,34,76,100,38,62
"chr6:160509389-160509788",165,64,136,158,86,113
"chr6:160524371-160524782",106,27,71,108,63,64
"chr6:160526229-160526381",26,1,25,28,16,12
"chr6:160559169-160559612",154,55,95,149,89,97
"chr6:160581468-160581777",81,26,57,89,45,72
"chr6:160642551-160642761",38,14,18,33,13,13
"chr6:160683432-160683559",30,10,14,20,11,19
"chr6:160718429-160718698",98,43,86,107,52,64
"chr6:160807902-160808216",92,20,57,69,34,48
"chr6:160876920-160877389",211,102,192,218,148,147
"chr6:160888586-160888769",33,5,19,21,6,19
"chr6:160940840-160941753",267,106,248,288,154,164
"chr6:160955124-160955822",219,85,190,247,150,165
"chr6:160999758-160999856",20,4,6,10,7,12
"chr6:161088852-161089413",171,88,151,193,106,124
"chr6:161113534-161113670",22,13,7,24,10,23
"chr6:161152028-161152307",73,27,50,52,38,26
"chr6:161154049-161154495",170,66,127,186,115,118
"chr6:161171182-161171648",183,93,173,214,120,125
"chr6:161211103-161211278",28,8,16,27,9,14
"chr6:161282938-161283105",30,7,21,20,14,13
"chr6:161351633-161352202",212,93,186,228,127,137
"chr6:161352473-161352635",36,12,18,13,14,28
"chr6:161413872-161414116",117,54,53,123,66,87
"chr6:161521222-161521394",37,11,15,18,16,18
"chr6:161522634-161522876",63,14,37,66,29,37
"chr6:161573913-161574374",142,68,123,128,74,87
"chr6:161621666-161621942",68,25,39,69,32,46
"chr6:161639325-161639553",58,15,23,61,24,34
"chr6:161659687-161659845",30,7,12,30,12,19
"chr6:161661710-161661895",54,8,29,39,19,21
"chr6:161774323-161774619",100,31,88,92,33,63
"chr6:161791784-161792169",167,92,151,180,121,123
"chr6:161794897-161795335",199,84,207,206,136,144
"chr6:161796269-161796531",44,16,37,46,28,32
"chr6:161814867-161815191",94,33,35,119,74,75
"chr6:161839431-161839832",123,35,42,159,80,85
"chr6:161851016-161851296",88,44,45,113,52,66
"chr6:161919540-161919870",129,58,96,145,67,81
"chr6:161971356-161971576",43,12,26,46,22,35
"chr6:161978762-161979007",62,13,38,61,31,35
"chr6:162039837-162040200",131,45,101,120,70,107
"chr6:162082003-162082168",32,7,19,34,17,21
"chr6:162116073-162116419",112,39,56,130,77,77
"chr6:162169825-162170315",146,58,110,164,94,97
"chr6:162256795-162256947",24,10,14,29,15,21
"chr6:162258219-162258536",129,45,58,156,87,97
"chr6:162343880-162344208",128,54,115,139,68,88
"chr6:162544861-162545069",39,16,16,49,18,30
"chr6:162598868-162599103",63,23,48,72,23,47
"chr6:162620049-162620261",52,19,34,54,42,45
"chr6:162672359-162672599",87,24,69,106,56,55
"chr6:162713431-162713533",17,10,10,19,12,17
"chr6:162764357-162764544",26,7,10,24,15,25
"chr6:162838281-162838490",73,24,47,57,27,53
"chr6:162863746-162864064",135,58,130,132,77,87
"chr6:162977760-162977997",79,20,62,70,43,48
"chr6:163001820-163001953",19,8,11,29,13,10
"chr6:163033729-163033989",72,19,52,72,28,41
"chr6:163158085-163158301",43,12,24,53,17,34
"chr6:163277824-163278167",119,46,66,141,70,77
"chr6:163320275-163320486",54,20,37,57,19,36
"chr6:163329015-163329202",35,10,14,39,16,20
"chr6:163541344-163541562",47,17,30,49,24,26
"chr6:163569075-163569364",101,38,72,115,68,78
"chr6:163591257-163591758",170,77,145,192,105,116
"chr6:163602171-163602619",217,116,218,234,155,164
"chr6:163685406-163685622",47,18,34,38,21,30
"chr6:163837818-163838129",95,20,27,111,44,61
"chr6:163848971-163849134",21,9,13,39,8,13
"chr6:163975766-163976072",99,33,48,110,60,62
"chr6:164001059-164001285",54,15,45,57,29,39
"chr6:164076273-164076580",109,42,82,93,50,63
"chr6:164128601-164128750",19,5,21,25,16,9
"chr6:164132774-164133013",83,19,41,48,27,51
"chr6:164377655-164378039",194,74,163,214,121,140
"chr6:164518644-164518877",65,25,46,62,31,43
"chr6:164527536-164527942",140,66,139,150,87,103
"chr6:164530875-164531137",81,27,79,99,53,67
"chr6:164637596-164637761",34,13,17,36,16,17
"chr6:164767781-164767958",39,14,27,33,19,28
"chr6:164768585-164768816",71,21,45,52,22,41
"chr6:164876999-164877107",26,7,15,18,10,15
"chr6:165033870-165034025",32,8,4,27,7,15
"chr6:165311106-165311324",55,23,17,62,28,38
"chr6:165340322-165340446",38,10,8,36,8,23
"chr6:165341053-165341452",174,79,171,166,129,108
"chr6:165456462-165456673",48,17,36,48,20,22
"chr6:165462901-165463267",163,47,116,126,63,108
"chr6:165468797-165469025",40,8,27,43,20,24
"chr6:165511766-165511888",24,4,10,17,9,12
"chr6:165606223-165606383",27,9,9,33,17,21
"chr6:165642811-165642995",55,15,26,41,16,28
"chr6:165645247-165645566",95,30,39,102,65,59
"chr6:165658945-165659145",56,23,24,65,32,31
"chr6:165853497-165853690",33,8,15,59,19,32
"chr6:166138816-166139009",35,10,29,19,12,21
"chr6:166142867-166143142",105,36,86,127,73,68
"chr6:166169137-166169393",72,26,57,57,38,40
"chr6:166191265-166191459",47,13,42,34,24,32
"chr6:166261626-166261800",30,12,27,29,16,19
"chr6:166263981-166264253",141,54,126,148,104,102
"chr6:166272156-166272373",38,8,25,45,22,28
"chr6:166298326-166298698",179,83,152,177,97,107
"chr6:166303555-166303880",121,51,101,109,76,78
"chr6:166304983-166305172",35,12,19,38,15,23
"chr6:166446255-166446387",30,12,23,22,10,19
"chr6:166511044-166511263",37,7,35,30,20,13
"chr6:166511420-166511781",164,68,151,193,107,114
"chr6:166519597-166519941",132,46,98,136,75,92
"chr6:166570537-166570793",68,29,22,74,30,45
"chr6:166618572-166618718",35,3,21,20,6,16
"chr6:166648692-166648923",56,14,29,36,18,37
"chr6:166689087-166689580",194,92,207,204,131,135
"chr6:166726800-166727048",86,37,75,83,50,54
"chr6:166744262-166744417",23,7,27,14,5,21
"chr6:166795334-166795759",171,69,153,160,81,105
"chr6:166814301-166814604",109,45,98,140,51,68
"chr6:166833939-166834192",47,14,43,45,18,43
"chr6:166856744-166856995",100,33,44,93,49,55
"chr6:166869892-166870125",50,17,35,45,29,31
"chr6:166926132-166926377",79,17,63,54,29,52
"chr6:166927746-166927885",25,6,14,17,9,18
"chr6:166928626-166928837",50,14,37,35,27,31
"chr6:167089854-167090085",44,16,35,27,8,28
"chr6:167120598-167120884",108,39,64,83,42,59
"chr6:167184053-167184183",37,9,15,29,14,23
"chr6:167186092-167186310",74,15,65,75,22,45
"chr6:167188302-167189046",217,67,178,209,122,139
"chr6:167200280-167200504",61,14,21,94,35,41
"chr6:167266314-167266464",20,10,27,18,9,16
"chr6:167276155-167276401",21,9,20,34,13,14
"chr6:167343444-167343614",30,7,29,24,14,14
"chr6:167364865-167365196",82,31,80,106,46,59
"chr6:167403212-167403436",58,17,38,57,34,46
"chr6:167411318-167411539",58,18,56,56,21,34
"chr6:167459367-167459624",75,29,61,69,35,48
"chr6:167533606-167533886",127,16,97,32,19,54
"chr6:167555675-167556019",155,71,163,166,90,98
"chr6:167596435-167596731",6,1,8,17,11,5
"chr6:167598261-167598403",21,11,20,16,8,12
"chr6:167631883-167632167",31,9,21,32,12,13
"chr6:167702197-167702610",67,18,57,72,45,37
"chr6:167764841-167765245",138,52,119,114,68,98
"chr6:167785322-167785640",17,4,16,18,9,6
"chr6:167897823-167898066",50,14,30,63,27,41
"chr6:167914207-167914552",122,40,102,112,45,75
"chr6:168072162-168072611",69,25,64,59,33,44
"chr6:168072912-168073221",35,4,32,32,14,28
"chr6:168216100-168216500",91,27,52,77,33,52
"chr6:168226427-168226604",49,17,25,44,17,25
"chr6:168227351-168227576",67,22,43,34,17,33
"chr6:168249566-168249757",35,6,6,42,17,23
"chr6:168299463-168299694",49,18,23,83,22,38
"chr6:168308814-168309061",75,16,54,90,37,61
"chr6:168368864-168369140",74,22,56,72,37,49
"chr6:168445755-168445979",62,14,39,31,19,26
"chr6:168453294-168453582",79,27,63,61,25,49
"chr6:168461118-168461503",131,47,121,105,51,80
"chr6:168472245-168472691",138,41,117,136,58,99
"chr6:168518747-168518949",74,13,67,70,45,53
"chr6:168533602-168533870",96,21,86,88,33,60
"chr6:168551580-168551894",94,42,78,108,56,65
"chr6:168595102-168595313",49,16,38,41,23,36
"chr6:168602103-168602393",95,31,77,81,33,57
"chr6:168634336-168634521",34,12,14,21,13,29
"chr6:168715839-168716018",36,11,25,26,10,16
"chr6:168733754-168734013",50,26,57,62,25,31
"chr6:168756606-168757020",155,63,127,141,68,105
"chr6:168770931-168771311",151,71,143,154,95,101
"chr6:168852591-168852826",55,14,40,35,21,25
"chr6:168939405-168939595",36,11,21,33,11,22
"chr6:168946212-168946378",29,10,20,18,8,24
"chr6:169017595-169017822",63,19,53,61,29,52
"chr6:169058888-169059024",20,9,17,24,8,14
"chr6:169111269-169111634",62,19,27,57,28,35
"chr6:169114087-169114419",119,44,107,111,64,70
"chr6:169137716-169137903",37,13,12,30,14,29
"chr6:169215395-169215647",103,43,78,101,38,56
"chr6:169284718-169285218",172,55,141,179,95,103
"chr6:169292185-169292491",68,25,54,54,21,46
"chr6:169295152-169295500",150,64,132,154,109,102
"chr6:169309075-169309198",36,8,6,39,21,21
"chr6:169356954-169357332",121,43,104,141,62,88
"chr6:169390751-169390959",1,1,1,2,1,1
"chr6:169391395-169392047",35,12,34,21,7,23
"chr6:169420274-169420447",36,10,22,23,14,22
"chr6:169500092-169500266",38,7,17,22,9,30
"chr6:169613078-169613291",35,12,27,37,14,22
"chr6:169726601-169726830",69,27,40,52,29,44
"chr6:169888046-169888190",31,10,8,30,14,16
"chr6:169920278-169920518",70,23,30,83,44,41
"chr6:169964698-169964815",23,10,14,15,7,11
"chr6:170039804-170040084",86,21,58,70,30,49
"chr6:170055085-170055276",38,7,34,48,31,30
"chr6:170076581-170076838",57,13,12,65,49,36
"chr6:170097201-170097504",56,20,58,72,34,37
"chr6:170101915-170102202",54,15,47,31,18,26
"chr6:170102238-170102373",25,14,23,28,7,14
"chr6:170120352-170120581",53,9,17,67,30,42
"chr6:170124149-170124450",44,10,28,30,9,19
"chr6:170151775-170152096",70,25,50,55,20,30
"chr6:170189279-170189454",55,12,49,12,13,38
"chr6:170190085-170190955",334,158,342,350,242,248
"chr6:170195338-170195476",28,6,20,10,3,19
"chr6:170199522-170199695",36,17,42,28,15,25
"chr6:170231609-170232176",247,121,243,265,188,183
"chr6:170465838-170466080",81,29,52,72,36,50
"chr6:170480348-170480561",62,17,46,45,19,34
"chr6:170556294-170556477",50,24,30,49,16,29
"chr6:170569812-170570168",161,64,121,152,102,115
"chr6:170574847-170575083",50,13,30,42,15,33
"chr6:170589547-170589710",36,15,26,20,13,18
"chr6:170589989-170590112",31,7,20,21,11,18
"chr6:170599030-170599298",56,14,37,61,25,31
"chr6:170601993-170602305",103,35,75,92,42,82
"chr6:170752512-170752871",149,59,135,140,78,106
"chr6:170789192-170789438",80,32,56,73,34,51
"chr6:170826056-170826489",182,77,158,203,139,133
"chr6:170831935-170832223",138,65,130,128,68,80
"chr6:170838869-170839313",206,101,215,233,157,149
"chr6:170884321-170884652",124,45,78,149,85,85
"chr6:170892914-170893083",35,5,3,39,10,25
"chr6:170893236-170893358",28,6,16,25,6,14
"chr6:170918430-170918636",46,12,26,31,25,29
"chr6:170950466-170950714",1,1,1,1,1,1
"chr6:170964546-170964780",8,1,2,11,5,5
"chr6:170973049-170973406",1,1,1,1,1,1
"chr6:171000661-171001075",1,1,1,1,1,1
"chr6:171007196-171007645",1,1,1,1,1,1
"chr6:171021739-171022758",27,12,21,29,10,22
"chr6:171026694-171026873",1,1,1,1,1,1
"chr6:171039341-171039559",3,1,3,4,4,3
"chr6:171045414-171045804",7,1,4,4,1,1
"chr7:20675-21230",1,1,1,1,1,1
"chr7:25017-25434",1,1,1,1,1,1
"chr7:31060-31599",100,37,101,98,63,71
"chr7:40365-40893",128,64,122,135,78,90
"chr7:55793-56006",57,18,39,45,24,37
"chr7:63854-64374",210,94,199,235,142,150
"chr7:67746-68022",84,33,66,84,37,51
"chr7:68649-68894",95,37,84,79,41,68
"chr7:82295-82690",194,69,188,147,69,153
"chr7:88301-88586",105,41,106,105,56,65
"chr7:149534-149733",47,15,31,47,21,34
"chr7:171695-171894",65,17,46,59,24,34
"chr7:193005-193145",32,9,30,31,17,14
"chr7:200744-201137",144,54,144,152,58,91
"chr7:207877-208017",45,15,35,41,20,21
"chr7:220498-220808",89,25,80,60,22,45
"chr7:231145-231358",71,26,70,50,18,34
"chr7:294390-294573",70,20,55,69,21,40
"chr7:302835-304280",324,193,341,363,276,258
"chr7:306860-307622",334,163,337,342,236,200
"chr7:331754-331943",92,13,56,31,18,56
"chr7:361930-362525",303,158,307,321,229,189
"chr7:372377-373327",448,195,410,409,282,271
"chr7:473629-473799",55,20,51,30,14,39
"chr7:478390-478717",113,23,105,64,34,71
"chr7:542744-542959",71,27,48,61,15,51
"chr7:558604-559069",82,30,83,86,37,53
"chr7:559306-559591",61,19,39,44,15,24
"chr7:559596-559987",123,44,95,81,29,51
"chr7:561944-562183",73,24,48,57,20,40
"chr7:579017-579232",62,13,48,31,7,38
"chr7:579460-579673",58,13,52,28,9,40
"chr7:676082-676515",210,105,195,204,132,147
"chr7:705684-705893",72,18,52,66,35,26
"chr7:771835-772242",201,103,193,204,126,155
"chr7:814005-814601",256,137,277,272,202,196
"chr7:826074-826546",270,137,290,307,237,192
"chr7:827069-827316",62,16,58,47,16,31
"chr7:841152-841305",29,8,26,17,9,22
"chr7:853115-853383",43,18,36,34,14,26
"chr7:857925-858272",88,18,29,88,36,52
"chr7:861467-861710",86,25,54,66,22,49
"chr7:862639-862884",62,28,50,57,27,49
"chr7:875955-876520",234,106,252,246,156,176
"chr7:886908-887098",15,10,15,15,6,6
"chr7:887530-887714",19,7,29,29,5,12
"chr7:907364-907700",109,32,99,68,34,60
"chr7:912857-913415",278,158,288,296,233,199
"chr7:915623-916317",167,59,142,147,64,96
"chr7:923090-923325",66,26,57,58,31,37
"chr7:943128-943278",31,5,25,32,17,27
"chr7:948508-948735",74,31,57,68,24,38
"chr7:953807-954137",189,49,150,135,64,106
"chr7:956669-956824",6,3,2,7,1,1
"chr7:993901-994706",307,124,282,319,142,183
"chr7:1002844-1003333",188,79,167,176,94,116
"chr7:1004622-1004813",68,16,41,46,25,41
"chr7:1028265-1028463",70,24,61,57,18,34
"chr7:1032491-1033298",442,250,458,494,372,311
"chr7:1037031-1037279",54,8,30,47,27,42
"chr7:1052186-1052330",54,10,31,17,7,35
"chr7:1060095-1060773",229,73,197,226,115,113
"chr7:1084192-1084735",173,65,190,171,91,113
"chr7:1105301-1105896",295,158,325,348,231,185
"chr7:1126250-1127033",359,182,351,411,283,246
"chr7:1163354-1163683",124,38,94,91,62,78
"chr7:1177679-1178015",98,31,74,81,28,44
"chr7:1183802-1184213",203,103,189,203,126,143
"chr7:1209429-1209978",312,180,319,340,250,232
"chr7:1215690-1216228",355,178,332,351,268,226
"chr7:1216507-1217080",280,143,277,299,195,182
"chr7:1222513-1223472",452,231,445,500,323,363
"chr7:1233328-1233890",276,143,274,290,193,196
"chr7:1243390-1243768",123,51,67,133,81,102
"chr7:1262788-1263181",216,87,218,205,160,152
"chr7:1265115-1265499",148,53,161,131,76,86
"chr7:1287001-1287408",103,28,71,82,39,52
"chr7:1302573-1302945",69,15,52,73,45,34
"chr7:1329675-1330690",400,186,391,403,222,266
"chr7:1408638-1409092",238,87,195,188,78,159
"chr7:1416751-1417011",127,52,96,116,58,95
"chr7:1443537-1443774",78,21,59,70,35,46
"chr7:1452244-1452898",284,148,305,296,200,192
"chr7:1459448-1459628",40,14,39,21,10,26
"chr7:1471570-1472614",422,181,395,403,285,280
"chr7:1479386-1479584",68,24,62,55,25,44
"chr7:1488640-1488849",68,14,37,34,17,26
"chr7:1495048-1495308",150,25,130,88,37,95
"chr7:1513535-1514116",302,179,304,328,227,210
"chr7:1543896-1544381",301,167,297,318,213,221
"chr7:1546540-1546936",202,79,174,182,100,127
"chr7:1570283-1570469",40,16,30,30,10,20
"chr7:1582364-1582568",55,17,60,52,23,38
"chr7:1585112-1585527",138,37,106,95,52,76
"chr7:1588150-1588355",49,14,60,37,12,53
"chr7:1595807-1596311",304,146,301,303,192,222
"chr7:1597800-1598427",318,109,287,303,150,203
"chr7:1598509-1598799",202,41,166,131,52,116
"chr7:1609683-1610167",115,49,104,137,46,72
"chr7:1619066-1619562",276,145,287,295,210,182
"chr7:1633044-1633597",238,115,227,239,138,145
"chr7:1680004-1680394",180,58,166,155,91,124
"chr7:1689643-1689833",71,14,31,25,11,38
"chr7:1704053-1704779",315,162,351,333,245,207
"chr7:1747716-1748126",171,67,136,137,79,107
"chr7:1749524-1749829",104,19,39,126,69,58
"chr7:1772809-1773095",82,19,63,57,32,54
"chr7:1798097-1798759",266,122,260,247,140,167
"chr7:1807261-1807463",55,17,45,42,10,36
"chr7:1834898-1835082",61,15,21,46,12,29
"chr7:1851823-1852526",301,133,298,323,212,203
"chr7:1853003-1853435",154,50,126,132,85,103
"chr7:1884022-1884247",56,24,46,73,33,39
"chr7:1914863-1915365",147,67,167,170,104,96
"chr7:1923614-1923827",46,15,42,47,25,26
"chr7:1926446-1926664",91,13,84,53,24,44
"chr7:1962514-1962789",118,42,67,119,68,82
"chr7:1965011-1965238",97,29,82,80,44,66
"chr7:2044724-2044892",36,9,30,26,13,26
"chr7:2081138-2081279",42,2,34,16,13,34
"chr7:2103394-2103805",303,77,275,163,77,228
"chr7:2108424-2108634",56,15,45,34,19,35
"chr7:2139949-2140133",37,15,28,38,11,20
"chr7:2143983-2144210",74,24,55,62,28,47
"chr7:2161198-2161347",31,14,36,23,11,31
"chr7:2181471-2181716",54,19,39,47,22,42
"chr7:2186919-2187081",32,14,40,32,12,15
"chr7:2187918-2188206",71,31,67,91,48,52
"chr7:2191043-2191216",55,11,52,30,12,37
"chr7:2193822-2194051",88,14,37,55,29,55
"chr7:2199723-2200049",118,36,71,143,66,90
"chr7:2203897-2204040",29,7,30,19,3,13
"chr7:2210816-2211021",37,11,36,39,23,25
"chr7:2234671-2234957",92,26,32,96,36,54
"chr7:2249003-2249638",302,162,295,314,211,184
"chr7:2281479-2281958",105,34,83,103,43,64
"chr7:2286611-2287244",273,138,278,283,178,190
"chr7:2354214-2354354",43,17,40,32,5,32
"chr7:2360650-2361078",179,64,162,182,85,111
"chr7:2370597-2370790",43,10,26,32,12,27
"chr7:2387571-2387986",214,97,178,229,146,157
"chr7:2404347-2405017",270,126,275,303,189,175
"chr7:2406396-2406628",52,18,47,50,30,35
"chr7:2412994-2413150",49,13,35,28,13,29
"chr7:2420416-2420539",31,6,18,21,4,20
"chr7:2424100-2424368",107,34,87,94,43,74
"chr7:2443479-2443853",65,26,71,61,28,42
"chr7:2471095-2471493",155,80,140,149,80,107
"chr7:2476863-2477121",170,26,149,53,29,126
"chr7:2490878-2491725",415,224,411,396,276,279
"chr7:2492003-2492119",31,5,21,19,9,18
"chr7:2508474-2509060",315,155,318,337,240,227
"chr7:2512662-2512882",65,18,63,60,26,40
"chr7:2516959-2517908",365,160,380,375,217,229
"chr7:2522518-2522648",40,11,27,34,12,25
"chr7:2559338-2560184",238,84,214,195,71,136
"chr7:2561725-2562005",60,23,48,58,24,39
"chr7:2563673-2564115",245,61,246,123,44,165
"chr7:2576050-2576219",41,18,34,26,10,25
"chr7:2577606-2577749",43,8,34,28,12,21
"chr7:2584563-2584780",31,15,25,40,13,25
"chr7:2594452-2595707",413,166,358,382,192,268
"chr7:2598736-2599107",79,17,53,48,18,33
"chr7:2599775-2600092",83,23,50,84,38,46
"chr7:2606736-2606915",61,10,52,29,17,39
"chr7:2607305-2607908",194,57,127,175,88,113
"chr7:2640880-2641094",49,6,43,46,15,29
"chr7:2648629-2648998",104,32,95,111,56,81
"chr7:2682988-2683381",228,74,204,173,89,165
"chr7:2690997-2691322",76,24,72,84,43,40
"chr7:2700435-2700851",136,42,114,116,48,71
"chr7:2701701-2701884",77,10,76,59,18,46
"chr7:2710386-2711030",322,177,342,344,225,224
"chr7:2720275-2721040",285,145,300,301,209,199
"chr7:2726981-2727105",47,3,47,17,10,38
"chr7:2728684-2729023",266,44,268,116,62,195
"chr7:2749417-2749611",55,22,38,33,15,29
"chr7:2753105-2753292",50,14,53,30,17,38
"chr7:2758422-2759047",236,121,237,277,179,182
"chr7:2760603-2760840",70,24,67,61,28,53
"chr7:2773051-2773172",23,8,21,30,10,16
"chr7:2800187-2800553",136,60,111,149,71,95
"chr7:2844206-2844342",57,18,22,40,21,36
"chr7:2860792-2861226",133,35,101,121,51,86
"chr7:2883159-2883450",54,21,51,67,29,33
"chr7:2904471-2905184",292,149,320,348,250,232
"chr7:2926436-2927081",313,176,331,344,248,228
"chr7:2936777-2936929",39,10,26,29,17,23
"chr7:2961363-2961738",136,40,119,125,55,82
"chr7:3067678-3067921",48,21,34,46,21,31
"chr7:3105253-3105726",218,111,234,246,172,162
"chr7:3128972-3129625",229,96,199,255,156,154
"chr7:3194507-3194963",207,80,107,217,156,139
"chr7:3201994-3202221",72,24,48,59,31,45
"chr7:3240120-3240506",216,108,215,249,143,143
"chr7:3250159-3250457",95,37,83,91,46,50
"chr7:3255919-3256043",33,8,32,24,15,28
"chr7:3340329-3341195",322,162,292,316,195,214
"chr7:3341429-3341577",14,5,18,23,5,12
"chr7:3341933-3342268",102,37,63,99,44,70
"chr7:3348813-3349062",57,18,18,66,29,47
"chr7:3395014-3395177",19,15,13,28,18,15
"chr7:3433585-3433704",30,10,5,19,17,17
"chr7:3439490-3439983",235,118,204,269,167,170
"chr7:3474360-3474582",74,33,49,64,31,50
"chr7:3521893-3522485",231,110,191,274,181,166
"chr7:3583905-3584143",71,11,46,43,24,31
"chr7:3632476-3632669",66,15,39,50,23,39
"chr7:3688897-3689176",126,45,106,146,89,82
"chr7:3713136-3713519",168,71,149,178,119,133
"chr7:3735311-3735537",91,19,45,69,37,52
"chr7:3762262-3762543",113,31,104,110,46,69
